CubeName	MeasureGroup	MeasureName	Visible	FormatString	AggregateType	DisplayFolder	SourceTable	SourceColumn	Type
SC_SALES_SUPPLYCHAIN_US		Last Standard 104 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Standard Weeks YTD							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard Week							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard Week in Days							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 4 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 13 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 26 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 52 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 4 Quarters							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 8 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 12 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 24 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous Standard 104 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Valid Standard Weeks							Set
SC_SALES_SUPPLYCHAIN_US		All Standard Calendar Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Last Standard Calendar Week							Set
SC_SALES_SUPPLYCHAIN_US		Valid Standard Calendar Weeks							Set
SC_SALES_SUPPLYCHAIN_US		All Standard Years							Set
SC_SALES_SUPPLYCHAIN_US		Last Standard Year							Set
SC_SALES_SUPPLYCHAIN_US		Current Standard Week Internal							Set
SC_SALES_SUPPLYCHAIN_US		Current Standard Week							Set
SC_SALES_SUPPLYCHAIN_US		Current 4 Standard Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Next Standard Week							Set
SC_SALES_SUPPLYCHAIN_US		Next Standard 4 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Next Standard 8 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Next Standard 13 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Next Standard 26 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Standard CY							Set
SC_SALES_SUPPLYCHAIN_US		Standard CW							Set
SC_SALES_SUPPLYCHAIN_US		Standard LW							Set
SC_SALES_SUPPLYCHAIN_US		Standard NW							Set
SC_SALES_SUPPLYCHAIN_US		Standard L4W							Set
SC_SALES_SUPPLYCHAIN_US		Standard N4W							Set
SC_SALES_SUPPLYCHAIN_US		Standard L13W							Set
SC_SALES_SUPPLYCHAIN_US		Standard N13W							Set
SC_SALES_SUPPLYCHAIN_US		Standard L26W							Set
SC_SALES_SUPPLYCHAIN_US		Standard N26W							Set
SC_SALES_SUPPLYCHAIN_US		Standard L52W							Set
SC_SALES_SUPPLYCHAIN_US		Standard L8W							Set
SC_SALES_SUPPLYCHAIN_US		Standard N8W							Set
SC_SALES_SUPPLYCHAIN_US		Standard L12W							Set
SC_SALES_SUPPLYCHAIN_US		Standard L24W							Set
SC_SALES_SUPPLYCHAIN_US		Standard L104W							Set
SC_SALES_SUPPLYCHAIN_US		Standard YTD							Set
SC_SALES_SUPPLYCHAIN_US		All Valid WM Weeks							Set
SC_SALES_SUPPLYCHAIN_US		All Valid WM Weeks1							Set
SC_SALES_SUPPLYCHAIN_US		Valid WM Weeks1							Set
SC_SALES_SUPPLYCHAIN_US		Last WM Wk1							Set
SC_SALES_SUPPLYCHAIN_US		Last WM Week							Set
SC_SALES_SUPPLYCHAIN_US		Last WM 4 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Last WM 13 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Last WM 26 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Last WM 52 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Last WM 8 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Last WM 12 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Last WM 24 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Last WM 104 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		WM Weeks YTD							Set
SC_SALES_SUPPLYCHAIN_US		Previous WM Week							Set
SC_SALES_SUPPLYCHAIN_US		Previous WM Week in Days							Set
SC_SALES_SUPPLYCHAIN_US		Previous WM 4 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous WM 13 Weeks							Set
SC_SALES_SUPPLYCHAIN_US		Previous WM 26 Weeks							Set
