,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
695,000767,漳泽电力,-0.59,3.51,0.55,-69.81,-0.05,-78087.99,4.23,,04-26
696,002451,摩恩电气,0.04,-83.33,4.27,0.93,-0.37,581.75,-80.95,10转5,04-26
697,002142,宁波银行,1.13,24.18,6.49,18.81,-8.4,325351.0,40.12,10派2,04-26
698,000848,承德露露,0.53,-10.17,2.08,26.25,0.91,19341.35,8.38,10派5转1,04-26
699,002254,泰和新材,0.36,-63.27,4.21,8.49,-0.03,13934.25,-45.57,,04-26
700,002281,光迅科技,0.7,-11.39,6.97,10.46,0.47,11167.99,-11.94,10派2.5,04-26
701,002149,西部材料,-0.13,-156.52,4.76,-2.75,0.17,-2355.63,-158.86,,04-26
702,002009,天奇股份,0.17,-51.43,2.41,7.2,0.04,3709.05,-52.61,10派0.3,04-26
703,601003,柳钢股份,0.14,-42.59,2.06,6.82,0.32,36226.12,-42.6,,04-26
704,002605,姚记扑克,0.91,-10.78,8.09,15.41,1.08,7254.44,2.09,,04-26
705,002212,南洋股份,0.26,-53.57,3.21,8.33,0.32,13184.36,0.47,,04-26
706,600338,西藏珠峰,-0.3,413.14,-0.46,,0.05,-4761.58,413.45,,04-26
707,000958,东方能源,-0.92,-1122.22,-2.29,,0.12,-27689.85,-1102.09,,04-26
708,002506,协鑫集成,-0.1,-109.17,5.51,-1.85,-2.03,-5478.88,-124.85,10派1转6,04-26
709,000504,*ST生物,-0.1,-600.0,0.41,-21.18,-0.01,-2990.31,-562.8,,04-26
710,000928,中钢国际,0.01,-67.24,3.31,0.17,-0.49,160.94,-67.22,,04-25
711,300236,上海新阳,0.52,-7.14,4.18,16.74,0.24,3902.51,8.66,10派2.7,04-25
712,002620,瑞和股份,1.05,3.96,10.36,18.35,0.33,6831.81,13.28,10派1.2转5,04-25
713,002617,露笑科技,0.54,-23.94,7.12,11.59,-0.58,5292.93,-9.07,10派1,04-25
714,002575,群兴玩具,0.43,-26.31,6.38,8.4,-0.2,5237.27,-9.09,10派1,04-25
715,002315,焦点科技,1.39,8.59,13.78,10.36,1.6,16309.86,8.47,10派8,04-25
716,002116,中国海诚,0.8,39.72,4.74,17.76,1.02,9059.54,39.7,10派3.5转8,04-25
717,002498,汉缆股份,0.41,-56.84,4.94,8.43,-0.38,28584.8,-29.03,,04-25
718,300253,卫宁健康,1.0,13.64,8.94,19.26,0.09,4429.29,25.31,10派1转10,04-25
719,002078,太阳纸业,0.5,-20.63,3.86,13.39,1.06,49932.8,-21.54,10派1,04-25
720,000721,西安饮食,0.18,3.94,2.25,8.28,0.32,3576.21,3.97,10派0.3,04-25
721,002646,青青稞酒,0.54,43.13,3.49,37.81,0.22,21163.21,56.14,,04-25
722,300061,康耐特,0.16,-42.86,6.32,2.55,-0.99,955.76,-40.31,10转6,04-25
723,601718,际华集团,0.16,-5.88,2.41,6.9,-0.85,62268.24,22.2,10派0.25,04-25
724,002206,海利得,0.47,-22.95,4.59,11.26,0.52,19970.03,30.24,10派4,04-25
725,000806,银河生物,-0.26,194.23,1.16,-19.58,0.37,-17837.5,194.39,,04-25
726,002145,中核钛白,-1.04,-1922.07,0.44,-108.62,0.05,-19766.86,-1922.0,,04-25
727,600749,西藏旅游,0.06,-54.23,3.41,2.02,0.19,1067.01,-49.75,,04-25
728,002184,海得控制,0.09,-31.89,3.29,2.85,-0.71,2047.59,-31.91,10派0.5,04-25
729,002180,艾派克,0.22,-33.33,2.98,7.57,0.02,2748.51,1.19,10派1,04-25
730,300302,同有科技,0.92,29.58,3.66,28.83,0.96,4151.75,30.29,,04-25
731,000996,中国中期,0.14,121.7,2.15,6.97,-0.22,3172.18,121.6,,04-25
732,601985,中国核电,,,,,,212638.2,-2.3,,04-25
733,002363,隆基机械,0.45,4.65,7.3,6.33,0.56,5412.32,9.57,10派1,04-25
734,002503,搜于特,1.08,-26.53,11.15,10.08,0.07,17318.64,90.73,10派5,04-25
735,600515,海航基础,-0.31,-223.98,0.42,-130.6,-0.07,-9022.14,-224.31,,04-25
736,300042,朗科科技,0.24,-20.0,12.13,2.03,0.64,1631.04,-19.3,10派1转10,04-25
737,000610,西安旅游,0.14,2.19,2.22,6.47,0.41,2753.58,2.15,,04-25
738,002570,贝因美,1.06,-3.64,7.48,18.21,0.99,43693.91,3.48,,04-25
739,600527,江南高纤,0.43,26.47,3.58,14.11,0.62,16270.33,34.38,10派0.5转10,04-25
740,000554,泰山石油,0.02,28.0,1.83,1.05,0.1,920.73,27.84,10派0.2,04-25
741,000533,万家乐,0.1,-45.96,1.46,7.1,-0.08,7025.1,-45.97,,04-25
742,002589,瑞康医药,1.03,15.73,8.69,15.13,-5.06,8405.73,35.34,,04-25
743,600112,天成控股,0.16,-21.02,2.62,6.1,-0.06,6600.97,-18.66,10派0.1转2,04-25
744,000070,特发信息,0.15,-41.39,3.2,4.7,-0.19,3676.88,-41.41,,04-25
745,300137,先河环保,0.26,-46.94,5.57,4.74,-0.25,4021.0,-13.83,10派0.5,04-25
746,000928,中钢国际,0.01,-67.24,3.31,0.17,-0.49,160.94,-67.22,,04-25
747,300236,上海新阳,0.52,-7.14,4.18,16.74,0.24,3902.51,8.66,,04-25
748,002620,瑞和股份,1.05,3.96,10.36,18.35,0.33,6831.81,13.28,,04-25
749,300253,卫宁健康,1.0,13.64,8.94,19.26,0.09,4429.29,25.31,10派1转10,04-25
750,002078,太阳纸业,0.5,-20.63,3.86,13.39,1.06,49932.8,-21.54,10派1,04-25
751,002617,露笑科技,0.54,-23.94,7.12,11.59,-0.58,5292.93,-9.07,,04-25
752,002575,群兴玩具,0.43,-26.31,6.38,8.4,-0.2,5237.27,-9.09,,04-25
753,002315,焦点科技,1.39,8.59,13.78,10.36,1.6,16309.86,8.47,10派8,04-25
754,002116,中国海诚,0.8,39.72,4.74,17.76,1.02,9059.54,39.7,10派3.5转8,04-25
755,002498,汉缆股份,0.41,-56.84,4.94,8.43,-0.38,28584.8,-29.03,,04-25
756,002387,黑牛食品,0.43,-34.85,5.47,8.1,0.22,10282.27,26.93,10派1转3,04-25
757,000796,凯撒旅游,0.07,-45.52,1.85,2.98,0.17,1633.47,-45.54,,04-25
758,600622,嘉宝集团,0.52,-21.0,4.26,12.69,-0.3,26693.56,-21.01,10派1.5,04-25
759,600248,延长化建,0.35,20.39,2.09,18.54,-0.12,14939.07,20.39,,04-25
760,002377,国创高新,0.18,-51.35,3.31,5.53,-0.79,3812.54,1.77,,04-25
761,600273,嘉化能源,-0.94,-313.64,1.85,-39.61,-0.06,-29486.67,-310.55,,04-25
762,002113,天润数娱,0.04,-101.39,0.7,7.19,0.18,507.11,-101.49,,04-25
763,002464,金利科技,0.37,-38.33,5.38,6.74,0.44,4940.73,-25.76,10派2.2,04-25
764,000541,佛山照明,0.3,11.11,2.85,10.53,0.28,29166.01,10.57,10派2.5,04-25
765,600185,格力地产,0.44,76.0,3.48,13.22,-0.65,25264.87,75.33,,04-25
766,300055,万邦达,0.33,-41.14,7.26,4.64,0.34,7557.51,22.84,10派1,04-25
767,600810,神马股份,0.06,-43.6,5.92,0.95,0.55,2496.21,-44.8,10派0.5,04-25
768,002514,宝馨科技,0.56,-36.36,7.31,7.68,0.3,3808.14,-17.0,,04-25
769,000158,常山股份,0.08,0.0,3.36,2.39,-0.25,5728.4,4.89,,04-25
770,300252,金信诺,0.37,-46.38,5.9,9.42,-1.3,3312.88,-41.11,10派0.5,04-25
771,000651,格力电器,1.86,22.37,6.25,34.0,1.19,523693.86,22.48,10派5,04-25
772,600863,内蒙华电,0.33,0.0,2.38,14.87,1.11,65514.4,0.22,10派1.2,04-25
773,000751,锌业股份,-0.98,84.91,0.11,-162.51,0.21,-108515.36,86.08,,04-25
774,002105,信隆实业,0.06,-62.5,1.99,3.25,0.18,1706.88,-60.51,10派1,04-25
775,002204,大连重工,2.12,231.25,13.8,16.83,0.34,91088.48,568.03,10派1.6转5,04-25
776,002048,宁波华翔,0.5,-35.06,4.86,10.48,0.56,28417.37,-32.38,10派0.8,04-25
777,300073,当升科技,-0.0,-100.98,5.18,-0.09,-0.14,-73.9,-102.13,,04-25
778,300094,国联水产,0.03,-88.62,4.68,0.71,-0.73,1172.03,-85.12,,04-25
779,002597,金禾实业,1.63,12.41,12.01,17.74,-0.53,18597.45,42.82,10派3转6,04-25
780,002102,冠福股份,-0.29,-40.82,1.06,-24.38,-0.32,-12025.46,38.98,,04-25
781,002227,奥特迅,0.15,-38.66,5.59,2.75,0.12,1650.29,-38.66,,04-25
782,000150,宜华健康,0.02,-19.0,2.17,0.99,0.27,787.98,-21.02,,04-25
783,002027,分众传媒,-0.18,-700.0,2.0,-8.67,-0.04,-5476.74,-664.75,,04-25
784,300051,三五互联,0.15,-66.67,3.21,4.81,0.23,2465.27,-29.95,,04-25
785,002600,江粉磁材,0.18,-51.35,4.01,5.51,-0.12,4966.71,-38.93,10派1,04-25
786,002519,银河电子,0.57,-58.09,7.38,7.9,-1.04,7977.05,8.05,,04-25
787,600383,金地集团,0.67,11.67,4.62,15.78,0.34,301722.68,12.0,10派0.68,04-25
788,002178,延华智能,-0.07,-141.18,2.24,-3.07,0.27,-939.6,-159.32,,04-25
789,300156,神雾环保,0.47,-70.44,9.32,5.22,-1.27,7611.39,-20.27,,04-25
790,002615,哈尔斯,0.68,9.68,6.09,19.54,0.67,5023.11,18.69,,04-25
791,002623,亚玛顿,1.64,-9.89,12.47,27.12,0.72,21347.87,-2.16,,04-25
792,000526,紫光学大,0.05,-36.66,1.64,2.8,-0.0,445.13,-36.7,,04-25
793,000416,民生控股,0.06,123.05,1.41,4.34,0.11,3189.8,122.54,,04-25
794,601890,亚星锚链,0.21,-62.5,5.92,3.64,-0.22,9996.85,-33.3,,04-25
795,000959,首钢股份,0.0,-96.61,2.56,0.15,-0.25,1178.28,-96.63,,04-25
796,002165,红宝丽,0.3,-16.67,3.35,10.58,0.19,7667.25,-16.31,10派1送2,04-25
797,000886,海南高速,0.16,32.77,2.53,6.35,0.18,15655.65,32.51,,04-25
798,002622,永大集团,0.77,4.05,7.52,19.27,0.49,9168.63,10.95,,04-25
799,300022,吉峰农机,0.2,-47.03,1.74,11.61,-0.97,7038.46,5.97,,04-25
800,002112,三变科技,-0.29,-174.36,3.92,-7.02,-0.99,-3208.69,-172.73,,04-25
801,600660,福耀玻璃,0.76,-14.61,3.11,26.34,0.73,151260.69,-15.39,10派4,04-25
802,000830,鲁西化工,0.3,49.26,3.48,9.31,0.53,42339.45,99.69,10派1,04-25
803,002047,宝鹰股份,-0.24,-2500.0,1.53,-14.35,-0.09,-10735.14,-1974.91,,04-25
804,300057,万顺股份,0.2,-51.77,3.19,6.25,0.1,8234.01,0.7,,04-25
805,600851,海欣股份,0.03,150.79,2.09,1.37,0.0,3815.39,150.38,,04-25
806,002221,东华能源,0.35,92.9,3.2,11.81,-1.15,7892.82,94.34,,04-25
807,002141,蓉胜超微,0.02,-87.56,1.68,1.01,-0.13,311.24,-80.09,,04-25
808,002071,长城影视,0.08,-22.82,1.96,4.29,0.11,1563.01,-24.03,10派0.3,04-25
809,600518,康美药业,0.47,10.43,4.21,17.3,0.26,100503.1,40.46,10派0.5,04-25
810,002569,步森股份,0.62,3.33,6.24,11.4,-0.39,5283.36,25.32,,04-25
811,300167,迪威视讯,0.43,-63.87,10.54,4.37,-0.15,2836.07,-28.37,10派2转5,04-25
812,002440,闰土股份,1.22,-19.21,10.21,12.54,0.28,46933.39,20.27,,04-25
813,002403,爱仕达,0.25,-13.79,6.47,3.9,-0.41,6015.5,-3.35,,04-24
814,600361,华联综超,0.1,-9.09,4.56,2.2,0.72,5757.84,4.59,10派0.8,04-24
815,601555,东吴证券,0.15,-60.53,3.69,5.53,-3.9,23151.45,-59.79,10派0.8,04-24
816,002590,万安科技,0.54,-55.0,6.84,9.68,-0.6,4376.38,-47.74,10派1转3,04-24
817,002326,永太科技,0.27,-38.64,3.93,6.97,-0.03,6370.94,9.24,,04-24
818,600243,青海华鼎,0.06,-33.33,3.32,1.95,-0.33,1518.94,-29.51,10派0.5,04-24
819,000887,中鼎股份,0.5,-31.51,2.32,23.86,0.19,29594.42,-4.75,,04-24
820,000937,冀中能源,1.32,-36.37,6.17,22.96,1.32,304934.1,27.26,10派2.5,04-24
821,600998,九州通,0.26,-3.7,2.9,9.11,-0.24,37413.42,5.86,,04-24
822,002415,海康威视,1.48,-32.73,6.81,23.98,1.17,148101.3,40.81,10派4转10,04-24
823,002312,三泰控股,0.3,-31.82,3.89,8.08,-0.2,5364.71,2.15,10派1,04-24
824,300279,和晶科技,0.8,9.59,5.71,31.57,0.31,3555.96,14.94,10派2转10,04-24
825,000882,华联股份,0.07,-29.86,3.26,2.18,0.23,6547.17,32.8,10派0.7转2,04-24
826,002602,世纪华通,0.95,-22.13,8.82,15.82,0.29,14144.74,-10.92,10派3转5,04-24
827,300235,方直科技,0.65,-39.25,6.44,13.51,0.21,2494.77,-29.53,10派2转10,04-24
828,000639,西王食品,0.91,-42.75,7.32,13.25,-0.67,11409.64,36.26,10派3转5,04-24
829,000509,华塑控股,-0.45,-1212.07,-0.46,,-0.02,-11287.05,-1210.91,,04-24
830,000023,深天地A,0.07,-29.54,2.36,2.89,0.28,927.58,-29.45,10派0.3,04-24
831,600869,智慧能源,0.76,7.04,6.59,18.65,-0.19,33021.93,9.18,10派10转10,04-24
832,300260,新莱应材,0.92,8.13,9.37,15.54,-0.78,5103.03,20.21,10派3转5,04-24
833,000967,盈峰环境,0.44,780.0,2.91,16.7,-1.33,9015.01,839.27,,04-24
834,600768,宁波富邦,-0.04,-123.72,1.03,-3.49,0.42,-492.58,-123.6,,04-24
835,000663,永安林业,-0.23,-675.0,1.72,-10.96,0.0,-4717.37,-668.22,,04-24
836,300106,西部牧业,0.33,-5.71,4.77,7.1,-0.19,3826.11,12.02,10派0.65,04-24
837,300264,佳创视讯,0.51,2.0,5.85,14.99,0.02,4218.55,13.41,10派1转5,04-24
838,601169,北京银行,1.44,32.11,8.09,19.3,11.17,894670.3,31.51,10派2送2,04-24
839,600999,招商证券,0.43,-52.15,5.29,8.29,-5.48,200829.4,-37.8,10派1.5,04-24
840,300264,佳创视讯,0.51,2.0,5.85,14.99,0.02,4218.55,13.41,10派1转5,04-24
841,000506,中润资源,0.29,-21.14,1.55,20.51,-0.92,22321.11,-21.13,,04-24
842,002126,银轮股份,0.78,-40.46,7.48,14.46,0.38,10473.06,-19.8,10派0.5转10,04-24
843,000555,神州信息,0.01,-82.5,-1.43,,0.09,61.84,-83.14,,04-24
844,002393,力生制药,1.78,45.9,15.28,12.12,0.74,32476.92,59.67,10派9,04-24
845,002181,粤传媒,0.03,-34.24,3.45,0.91,-0.02,1097.16,-34.15,,04-24
846,000005,世纪星源,0.01,150.0,0.72,1.68,0.04,1141.47,133.5,,04-24
847,603002,宏昌电子,0.14,-30.0,1.61,8.82,-0.11,4226.17,-31.06,,04-24
848,002386,天原集团,0.04,-82.72,8.11,0.53,0.43,2072.58,-81.47,10派0.5,04-24
849,600771,广誉远,1.23,55.7,-2.77,,-0.31,29971.65,54.79,,04-24
850,601567,三星医疗,0.89,-10.1,7.58,16.24,-0.1,20755.75,4.36,10派5转5,04-24
851,000863,三湘股份,0.42,1300.0,1.26,28.74,-0.43,23469.53,4120.62,,04-24
852,000738,中航动控,0.19,5.56,2.63,7.56,0.04,18122.44,7.2,,04-24
853,600233,大杨创世,0.71,-15.39,5.66,13.17,0.3,11692.03,-15.39,10派1.2,04-24
854,000757,浩物股份,1.28,-412.2,0.02,-76.86,0.08,40908.86,-430.87,,04-24
855,600476,湘邮科技,0.04,13.61,1.73,2.39,-0.1,658.73,14.06,,04-24
856,300178,腾邦国际,0.5,-45.05,8.23,6.74,0.36,5755.51,-29.54,,04-24
857,000636,风华高科,0.25,-24.24,3.36,7.09,0.38,16456.93,-25.65,10派0.8,04-24
858,600262,北方股份,0.74,72.09,5.22,15.12,0.23,12587.99,72.22,10派1.5,04-24
859,600589,广东榕泰,0.14,-36.36,3.14,4.56,0.52,8523.69,-34.93,10派0.15,04-24
860,601700,风范股份,0.51,-49.5,11.27,4.74,0.02,10894.08,-34.19,,04-24
861,002550,千红制药,0.99,-20.8,10.76,10.43,0.92,15224.81,1.14,10派3.5,04-24
862,002551,尚荣医疗,0.37,-50.67,9.59,4.33,-0.46,4415.78,-4.82,,04-24
863,002413,雷科防务,0.44,-32.31,5.27,8.5,-0.62,9592.79,12.74,10派1,04-24
864,603366,日出东方,1.23,192.86,3.94,35.48,1.28,36983.11,193.12,,04-24
865,600596,新安股份,0.03,-89.67,5.81,0.44,0.59,1734.75,-89.65,10派0.6,04-24
866,002500,山西证券,0.08,-63.64,2.48,3.21,-1.95,19305.7,-55.98,10派0.5,04-24
867,600478,科力远,0.05,-28.57,3.35,1.57,-0.07,1645.21,-15.56,,04-24
868,600306,*ST商城,0.02,30.97,2.67,0.76,-0.13,361.44,31.07,,04-24
869,300313,天山生物,0.4,20.45,1.74,25.37,0.57,2702.5,20.43,,04-24
870,600667,太极实业,0.16,-12.57,2.09,7.46,1.19,7307.94,-14.8,,04-24
871,000812,陕西金叶,0.16,27.56,1.51,10.45,0.18,6745.55,42.52,10派0.35,04-24
872,000048,康达尔,1.24,-1124.11,0.92,413.75,0.08,48304.81,-1123.74,,04-24
873,002610,爱康科技,1.18,59.46,6.94,25.18,-1.27,19726.39,94.41,10派5转5,04-24
874,300187,永清环保,0.57,-31.33,11.35,5.98,0.03,3544.53,-15.11,,04-24
875,600348,阳泉煤业,1.17,17.0,4.75,28.23,2.06,281059.39,16.5,10派2,04-24
876,002369,卓翼科技,0.49,-37.97,3.84,13.04,0.46,9849.57,33.19,10派2,04-24
877,002540,亚太科技,0.6,-40.59,10.44,6.21,-0.37,12357.63,1.98,10派2.5,04-24
878,000557,西部创业,-0.34,152.63,-0.74,,0.01,-23063.63,151.95,,04-24
879,600305,恒顺醋业,0.08,-68.45,3.34,2.37,-0.27,1007.99,-68.34,10派0.36,04-24
880,002245,澳洋顺昌,0.27,-39.28,1.59,18.74,-0.42,9999.31,21.44,10派0.2,04-24
881,000036,华联控股,0.06,-69.9,1.55,4.07,-0.39,6940.86,-69.92,,04-24
882,000018,神州长城,-0.1,-600.0,0.7,-12.93,0.03,-1736.16,-523.15,,04-24
883,002432,九安医疗,0.08,-63.64,3.13,2.63,-0.13,2080.67,-12.27,10派1,04-24
884,000961,中南建设,0.8,26.98,4.65,15.33,-2.32,93228.33,25.79,,04-24
885,000755,山西三维,0.07,-4.23,4.72,1.46,-0.16,3211.99,-3.79,,04-24
886,600538,国发股份,-0.14,-333.33,0.49,-24.83,-0.06,-3904.18,-338.01,,04-24
887,000923,河北宣工,0.05,-48.0,2.93,1.7,0.04,1031.09,-48.02,,04-24
888,000037,*ST南电A,0.03,-115.79,2.91,1.0,0.45,1752.91,-115.29,,04-24
889,300076,GQY视讯,0.29,-45.28,9.97,3.0,0.27,3122.57,-39.58,10派3,04-24
890,000564,西安民生,0.2,3.43,2.79,7.45,0.83,6144.96,3.47,,04-24
891,000910,大亚科技,0.27,-25.0,4.27,6.34,0.38,14013.88,-25.88,,04-24
892,000672,上峰水泥,0.01,-32.56,0.12,13.11,0.02,312.12,-32.68,,04-24
893,600005,武钢股份,0.11,-49.77,3.56,3.08,0.08,108359.31,-36.42,10派0.5,04-24
894,002099,海翔药业,0.65,22.64,4.51,15.57,0.57,10506.44,22.7,10派3转10,04-24
895,002074,国轩高科,0.14,-26.32,1.7,8.7,0.15,3647.26,33.14,10派1,04-24
896,600493,凤竹纺织,-0.06,-111.21,2.23,-2.71,0.52,-1677.78,-117.93,,04-24
897,000656,金科股份,0.92,820.0,4.48,22.96,-2.9,106907.94,4382.8,10派1,04-24
898,002528,英飞拓,0.18,-83.18,9.49,1.92,-0.14,4275.43,-63.7,,04-24
899,300157,恒泰艾普,0.46,-57.41,9.0,5.27,0.05,8217.24,14.23,10派1.6,04-24
900,002432,九安医疗,0.08,-63.64,3.13,2.63,-0.13,2080.67,-12.27,,04-24
901,000815,美利云,-0.6,62.16,2.02,-25.79,0.25,-18974.43,61.09,,04-23
902,002167,东方锆业,0.48,92.0,7.15,8.83,0.14,9211.88,102.23,10派1转10,04-23
903,300273,和佳股份,0.75,66.67,6.47,25.08,0.37,7905.24,74.7,,04-23
904,002619,巨龙管业,0.67,-5.63,6.45,15.73,-0.33,5071.23,1.85,10派2.5,04-23
905,601566,九牧王,0.99,23.75,6.94,19.49,0.58,51789.32,43.73,,04-23
906,002128,露天煤业,1.21,10.0,3.57,38.09,0.93,160035.45,9.95,10派5,04-23
907,000637,茂化实华,0.01,-94.12,1.39,0.97,-0.19,739.13,-91.71,,04-23
908,600150,中国船舶,2.12,-46.19,16.8,13.33,-2.29,225235.69,-13.65,10派3转3,04-23
909,002310,东方园林,2.99,73.84,12.46,29.63,-2.64,44973.49,74.31,10转10,04-23
910,002543,万和电气,1.04,-16.13,10.77,10.46,-1.0,20428.74,9.91,,04-23
911,002357,富临运业,0.45,-11.22,3.02,16.37,0.69,8872.0,82.46,10派1.5,04-23
912,601872,招商轮船,0.05,-72.22,2.73,1.7,0.2,16251.56,-73.61,10派0.1,04-23
913,601179,中国西电,-0.12,-180.0,3.2,-3.61,-0.02,-51812.0,-181.03,,04-23
914,002478,常宝股份,0.57,7.55,5.92,10.1,-0.9,22968.68,25.49,10派1.25,04-23
915,600288,大恒科技,0.25,-12.7,3.1,8.25,0.27,10721.78,-12.7,,04-23
916,002394,联发股份,1.37,-33.82,9.67,15.0,1.62,29650.01,44.78,10派2,04-23
917,300241,瑞丰光电,0.36,-34.55,4.62,10.24,0.08,3314.77,-24.65,,04-23
918,300172,中电环保,0.48,-20.0,7.71,6.53,-0.19,4622.03,1.91,,04-23
919,300278,华昌达,0.72,-5.26,6.08,25.0,-0.4,4682.18,52.1,10派2转10,04-23
920,300032,金龙机电,0.29,2.24,5.83,4.95,-0.0,4100.77,2.24,10派2.5,04-23
921,600446,金证股份,0.2,-28.57,1.98,10.84,0.09,5307.21,36.56,10派1,04-21
922,002578,闽发铝业,0.37,-9.76,5.29,8.45,-0.03,5766.28,10.25,10派2.5,04-21
923,600281,太化股份,0.07,-116.28,1.68,4.25,0.37,3461.77,-115.52,,04-21
924,000523,广州浪奇,0.06,-35.63,2.24,2.52,-0.2,2271.1,51.04,,04-21
925,600302,标准股份,0.03,-53.14,3.65,0.9,-0.36,1134.3,-51.73,10派0.5,04-21
926,600804,鹏博士,0.12,9.09,2.64,4.54,0.3,15694.96,3.62,,04-21
927,000829,天音控股,0.05,-84.85,2.31,2.34,-0.07,5066.43,-83.69,,04-21
928,000589,黔轮胎A,0.2,-59.18,4.37,4.63,-0.83,9538.4,-23.54,10派0.6,04-21
929,000046,泛海控股,0.06,4.81,1.76,3.25,-0.29,25778.72,109.85,10派0.6,04-21
930,300095,华伍股份,0.17,-67.55,8.61,1.93,-0.07,1274.16,-62.02,10派0.5,04-21
931,000990,诚志股份,0.11,46.58,5.37,2.0,1.3,3166.23,47.0,10派0.4,04-21
932,000601,韶能股份,0.09,12.5,3.25,2.89,0.57,8596.19,15.75,10派0.2,04-21
933,600498,烽火通信,1.01,18.82,8.78,12.07,0.65,44554.02,18.07,10派2.2,04-21
934,002041,登海种业,0.66,-44.38,3.21,22.57,0.34,23222.1,11.25,10派1,04-21
935,000004,国农科技,0.04,-74.28,0.9,4.04,0.23,298.99,-74.28,,04-21
936,600265,*ST景谷,-1.04,-1833.33,1.15,-62.29,-0.02,-13474.23,-1774.29,,04-21
937,600398,海澜之家,0.16,23.08,3.06,5.28,0.43,10301.36,19.58,10派0.5,04-21
938,600479,千金药业,0.27,-4.13,2.98,9.22,0.07,8282.13,-4.12,10派2,04-21
939,000032,深桑达A,0.12,-4.88,3.14,3.55,0.15,2721.86,-5.0,,04-21
940,002383,合众思壮,0.31,-34.73,10.26,3.01,-0.47,4450.92,-16.45,10派2转3,04-21
941,600543,莫高股份,0.15,15.38,3.4,4.47,0.14,4778.49,13.4,,04-21
942,000927,一汽夏利,0.07,-63.49,2.3,3.01,-0.51,10937.63,-63.5,10派0.2,04-21
943,002304,洋河股份,4.47,-8.78,10.99,49.16,6.17,402099.21,82.39,10派15转2,04-21
944,600088,中视传媒,0.22,-8.3,3.13,7.22,1.76,7322.2,-8.16,10派0.86,04-21
945,000711,京蓝科技,0.17,88.89,3.39,5.25,0.77,1863.22,96.64,10转5,04-21
946,300198,纳川股份,0.56,-31.59,6.58,10.5,-0.44,7417.06,31.0,,04-21
947,600533,栖霞建设,0.26,-3.69,3.23,7.74,-0.33,27385.23,-3.68,10派1,04-21
948,600033,福建高速,0.16,-17.18,2.58,6.26,0.61,43799.05,-17.18,10派1,04-21
949,002488,金固股份,0.39,-40.0,5.0,8.09,-0.41,7072.09,15.41,10派3,04-21
950,000546,金圆股份,0.12,778.03,0.85,14.44,0.17,1965.03,778.11,,04-21
951,000971,高升控股,-0.3,-528.57,0.01,-120.94,-0.27,-7403.62,-506.34,,04-21
952,002043,兔宝宝,0.14,-22.22,3.17,4.62,0.44,2764.71,-15.44,10派0.8转10,04-21
953,000608,阳光股份,0.23,-60.34,3.38,7.07,-0.11,17305.2,-60.25,,04-21
954,000705,浙江震元,0.25,49.67,4.31,5.91,-0.03,3153.61,49.66,,04-21
955,600760,*ST黑豹,-0.57,-538.46,2.22,-22.77,-0.94,-19723.3,-621.31,,04-21
956,300184,力源信息,0.38,-35.59,6.78,6.19,-0.43,2419.79,-18.16,10派3转5,04-21
957,600178,东安动力,0.07,-74.8,5.01,1.47,0.35,3383.04,-74.8,,04-21
958,002636,金安国纪,0.36,-25.0,4.52,14.05,0.31,7672.42,-23.89,,04-21
959,600993,马应龙,0.42,-43.24,3.48,12.65,0.23,13772.6,12.39,10派1.1,04-21
960,002038,双鹭药业,1.38,27.11,4.27,37.46,0.6,52334.5,91.9,,04-21
961,000909,数源科技,0.24,100.0,3.16,8.17,-0.77,4769.64,108.44,,04-21
962,002164,宁波东力,0.06,-86.05,2.6,2.22,0.23,2654.09,-68.38,,04-21
963,000407,胜利股份,0.01,-98.0,1.9,0.59,0.19,727.34,-97.1,,04-21
964,000931,中关村,0.06,298.06,1.09,5.78,0.36,4163.76,298.0,,04-21
965,002366,台海核电,0.45,-11.75,5.47,8.01,0.29,5967.6,-5.84,,04-21
966,000584,友利控股,0.03,-91.69,4.04,0.64,0.88,1051.65,-91.68,10派1,04-21
967,600208,新湖中宝,0.23,-25.81,1.57,15.44,-0.41,140720.92,-9.79,,04-21
968,600455,博通股份,0.24,-442.86,1.57,16.38,0.91,1487.28,-443.95,,04-21
969,002564,天沃科技,0.49,-48.96,6.73,8.77,-1.41,14426.36,5.43,,04-21
970,600162,香江控股,0.06,-68.42,1.83,3.18,-0.82,4407.36,-69.4,,04-21
971,600249,两面针,0.03,43.57,4.13,0.77,-0.36,1556.33,43.71,,04-21
972,000017,深中华A,0.07,-38.41,-3.05,,0.0,3972.09,-38.4,,04-21
973,600620,天宸股份,0.03,-93.62,1.53,2.0,0.44,1392.57,-91.56,,04-21
974,601688,华泰证券,0.32,-49.43,5.93,5.52,-5.64,178442.88,-47.9,,04-21
975,600446,金证股份,0.2,-28.57,1.98,10.84,0.09,5307.21,36.56,,04-21
976,002578,闽发铝业,0.37,-9.76,5.29,8.45,-0.03,5766.28,10.25,,04-21
977,600281,太化股份,0.07,-116.28,1.68,4.25,0.37,3461.77,-115.52,,04-21
978,000523,广州浪奇,0.06,-35.63,2.24,2.52,-0.2,2271.1,51.04,,04-21
979,600302,标准股份,0.03,-53.14,3.65,0.9,-0.36,1134.3,-51.73,10派0.5,04-21
