code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
002328,新朋股份,汽车配件,上海,65.82,32526.38,44810.0,395474.88,211061.55,129810.36,120452.77,2.69,0.038,5.06,1.98,20091230
600827,百联股份,超市连锁,上海,15.14,154277.75,178416.81,4164308.5,1736288.38,1237397.88,235372.13,1.32,0.228,8.85,1.56,19940204
300281,金明精机,专用机械,广东,72.74,14168.48,24332.35,109879.01,57395.19,30463.35,24059.45,0.99,0.104,2.99,5.04,20111229
603606,东方电缆,电气设备,浙江,100.86,13923.79,31097.0,178168.44,136488.73,32244.5,12050.75,0.39,0.069,2.64,5.26,20141015
600340,华夏幸福,区域地产,河北,9.97,264575.94,295494.66,21698982.0,19765112.0,231257.95,675618.25,2.29,1.36,7.63,3.5,20031230
002282,博深工具,轻工机械,河北,278.91,18497.63,33813.0,103675.96,57522.95,24476.99,30876.9,0.91,0.011,2.33,5.49,20090821
002153,石基信息,软件服务,北京,117.92,48916.07,106678.88,555029.38,341989.0,34952.25,232569.63,2.18,0.054,4.35,5.88,20070813
002407,多氟多,化工原料,河南,55.59,47747.83,62810.53,426197.94,205303.22,140559.34,160187.42,2.55,0.179,3.49,11.37,20100518
300135,宝利国际,化工原料,江苏,244.08,70868.35,92160.0,273716.97,208420.06,30634.55,3525.6,0.04,0.005,1.26,4.08,20101026
000620,新华联,全国地产,北京,72.75,183694.64,189669.05,3499715.25,2520260.75,273520.5,210435.7,1.11,0.035,3.14,3.27,19961029
002217,合力泰,元器件,山东,71.33,37558.23,142247.42,979034.88,519965.81,169426.0,357690.69,2.51,0.05,3.94,3.6,20080220
000785,武汉中商,百货,湖北,54.22,25109.36,25122.16,259132.77,86486.55,76021.25,7361.7,0.29,0.066,3.14,4.53,19970711
600078,澄星股份,化工原料,江苏,82.12,66257.28,66257.28,636275.94,300841.03,194095.55,39005.4,0.59,0.04,2.73,2.37,19970627
002263,大 东 南,塑料,浙江,0.0,180509.56,187836.02,418824.16,108518.36,135519.56,177882.86,0.95,-0.006,1.57,2.5,20080728
600860,京城股份,专用机械,北京,0.0,32200.0,42200.0,195645.48,79225.74,92031.0,68380.31,1.62,-0.147,1.54,6.79,19940506
600870,厦华电子,家用电器,福建,2265.44,52319.96,52319.96,3323.37,3317.66,5.7,228420.3,4.37,0.002,0.04,264.76,19950228
600215,长春经开,园区开发,吉林,0.0,46503.28,46503.28,390627.28,264951.25,4747.47,97851.52,2.1,-0.044,5.16,1.54,19990909
603789,星光农机,农用机械,浙江,77.34,8000.0,20000.0,144422.72,93545.61,22969.06,57458.93,2.87,0.094,5.25,5.56,20150427
002339,积成电子,电气设备,山东,163.24,29605.73,37889.6,264993.53,186318.92,25128.13,45904.28,1.21,0.053,3.88,4.45,20100122
002336,*ST人乐,超市连锁,深圳,51.7,40000.0,40000.0,618297.44,402705.94,96703.67,247589.8,6.19,0.052,5.67,1.89,20100113
603002,宏昌电子,化工原料,广东,122.92,60000.0,61396.17,135761.06,119598.57,7096.16,8355.1,0.14,0.014,1.68,3.99,20120518
002417,三元达,通信设备,福建,0.0,19504.09,27000.0,96106.13,91318.9,839.52,40803.03,1.51,-0.106,1.55,10.41,20100601
600715,文投控股,影视音像,辽宁,52.33,44851.19,164912.91,525820.19,137738.77,18882.47,369390.38,2.24,0.109,2.5,9.14,19960701
000905,厦门港务,港口,福建,34.44,53100.0,53100.0,584143.25,268492.38,79249.49,26092.35,0.49,0.156,5.34,2.02,19990429
002629,仁智油服,石油开采,四川,0.0,33730.69,41194.8,70868.32,50431.96,9098.71,8860.48,0.22,-0.083,1.49,8.15,20111103
002800,天顺股份,仓储物流,新疆,453.08,1868.0,7468.0,45230.05,32690.0,3049.65,6521.46,0.87,0.051,4.89,19.04,20160530
000819,岳阳兴长,石油加工,湖南,589.13,25839.83,25841.72,81196.31,49933.8,21022.89,8271.12,0.32,0.013,2.64,11.78,19970625
601009,南京银行,银行,江苏,7.76,576393.06,605872.0,96674192.0,0.0,465881.59,1787922.63,2.95,0.35,8.9,1.22,20070719
000789,万年青,水泥,江西,198.55,61334.98,61336.44,874753.5,292743.0,435846.44,27790.75,0.45,0.009,4.31,1.58,19970923
000506,中润资源,区域地产,山东,115.04,92831.09,92901.77,320893.78,232270.72,39529.31,5118.1,0.06,0.018,1.6,5.12,19930312
000430,张家界,旅游景点,湖南,508.39,20903.36,32083.51,86455.9,9598.3,55999.88,9714.23,0.3,0.006,1.9,6.47,19960829
002300,太阳电缆,电气设备,福建,49.07,54265.89,54270.0,297160.16,144906.27,110804.9,34788.65,0.64,0.042,2.39,3.44,20091021
002137,麦达数字,元器件,深圳,128.31,25527.83,57653.21,181901.98,92386.06,10059.5,94264.93,1.64,0.032,2.57,6.39,20070613
000607,华媒控股,广告包装,浙江,0.0,48726.94,101769.84,230152.47,143357.73,25289.32,-23476.27,-0.23,-0.015,1.5,8.24,19960830
300248,新开普,软件服务,河南,357.67,17105.56,31162.42,122349.2,50108.2,15194.62,27404.8,0.88,0.017,2.7,9.18,20110729
300109,新开源,化工原料,河南,120.78,8036.0,17048.24,156020.84,42626.46,28411.0,84585.71,4.96,0.12,6.94,8.35,20100825
000021,深科技,电脑设备,深圳,27.25,146981.44,147125.94,1186534.75,799234.69,210196.8,67823.25,0.46,0.103,3.62,3.09,19940202
300189,神农基因,种植业,海南,0.0,87879.17,102400.0,226011.91,140727.84,31919.35,28040.91,0.27,-0.004,1.38,4.08,20110316
600984,建设机械,工程机械,陕西,0.0,24155.59,63676.42,500505.06,205088.2,208493.0,278643.78,4.38,-0.035,4.85,2.04,20040707
600191,华资实业,食品,内蒙,942.94,48493.19,48493.19,254764.41,20045.84,11804.03,63235.65,1.3,0.004,4.42,3.54,19981210
600175,美都能源,综合类,浙江,0.0,144803.31,357648.88,1474448.75,662341.5,18000.74,140732.16,0.39,-0.026,1.81,3.17,19990408
300064,豫金刚石,矿物制品,河南,50.41,60559.89,67812.03,417271.56,157154.61,148566.06,70058.06,1.03,0.115,2.97,3.89,20100326
600590,泰豪科技,电气设备,江西,164.6,50200.57,66696.04,798760.44,491063.19,78848.46,246290.09,3.69,0.026,5.62,3.09,20020703
300330,华虹计通,软件服务,上海,0.0,16757.92,16851.73,55809.07,44073.95,11146.57,19623.9,1.16,-0.007,2.46,7.07,20120619
600729,重庆百货,百货,重庆,8.32,37231.14,40652.85,1339072.38,893390.0,255276.45,41376.93,1.02,0.786,11.47,2.28,19960702
002751,易尚展示,家居用品,深圳,708.2,7595.0,14048.0,158848.22,44938.37,6210.97,9254.07,0.66,0.042,3.09,19.32,20150424
601188,龙江交通,路桥,黑龙江,19.41,121320.0,131587.84,491432.81,206938.56,162546.06,122167.77,0.93,0.056,2.79,1.57,20100319
002061,*ST江化,化工原料,浙江,0.0,45325.96,55551.66,247587.2,67823.25,149487.02,54894.88,0.99,-0.021,1.92,3.8,20060816
002427,尤夫股份,化纤,浙江,89.26,39814.87,39815.46,295645.19,137271.02,129127.77,134231.86,3.37,0.053,5.36,3.55,20100608
300232,洲明科技,半导体,深圳,105.67,35158.78,57512.46,176174.95,112409.05,29199.95,48382.12,0.84,0.035,1.83,8.11,20110622
000584,友利控股,化纤,江苏,0.0,61128.78,61332.42,286247.44,193805.56,81640.15,67523.8,1.1,-0.041,3.1,3.35,19951128
002344,海宁皮城,商品城,浙江,20.37,110587.31,112000.0,1087736.63,385892.0,37974.12,30973.24,0.28,0.128,4.47,2.33,20100126
600757,长江传媒,出版业,湖北,19.56,121349.71,121365.02,1059517.63,836976.44,104340.85,180498.27,1.49,0.114,4.23,2.11,19961003
002472,双环传动,机械基件,浙江,55.52,20364.11,33837.19,349941.69,189487.06,102563.88,179356.75,5.3,0.25,8.6,3.15,20100910
002441,众业达,批发业,广东,48.58,31477.94,54414.0,456465.5,369399.38,29843.03,186927.47,3.44,0.17,6.18,2.46,20100706
000800,一汽轿车,汽车整车,吉林,0.0,141175.41,162750.0,1721105.0,805260.38,543983.13,248890.22,1.53,-0.26,5.09,2.13,19970618
600663,陆家嘴,园区开发,上海,50.32,244455.13,336183.13,5377393.5,1620806.38,44674.01,3889.81,0.01,0.262,3.81,6.92,19930628
000546,金圆股份,水泥,吉林,0.0,27364.75,59523.55,452042.31,158518.92,241245.66,61399.03,1.03,-0.033,3.09,3.57,19931215
600790,轻纺城,商品城,浙江,20.58,104699.35,104699.35,722385.5,106227.7,21138.99,147428.47,1.41,0.077,3.61,1.75,19970228
600558,大西洋,钢加工,四川,89.66,82872.46,89760.47,273835.66,140191.75,44186.35,74716.15,0.83,0.013,2.05,2.31,20010227
002676,顺威股份,塑料,广东,497.03,40000.0,40000.0,174878.19,105854.47,47467.03,38074.21,0.95,0.012,2.65,9.02,20120525
002351,漫步者,电脑设备,深圳,63.62,27990.39,58800.0,188033.3,145857.97,21758.3,101187.02,1.72,0.044,2.96,3.82,20100205
002598,山东章鼓,机械基件,山东,98.16,26840.83,31200.0,100137.93,68840.97,21517.18,21169.92,0.68,0.033,2.45,5.28,20110707
600098,广州发展,火力发电,广东,33.31,272619.66,272619.66,3511670.75,844751.19,1581891.63,382597.28,1.4,0.061,5.47,1.49,19970718
600269,赣粤高速,路桥,江西,7.74,233540.7,233540.7,3174355.75,403144.22,2372362.75,183825.77,0.79,0.316,5.8,0.84,20000518
002674,兴业科技,纺织,福建,284.05,24057.19,30316.76,228226.63,159935.52,55859.38,71648.27,2.36,0.032,6.61,2.73,20120507
600691,阳煤化工,农药化肥,四川,120.59,175639.09,175678.69,4062775.25,1285076.5,1844880.25,295143.22,1.68,0.007,2.62,1.25,19931119
300086,康芝药业,化学制药,海南,71.37,43377.76,45000.0,216210.84,148127.27,31425.27,111650.52,2.48,0.041,3.95,2.95,20100526
000735,罗 牛 山,农业综合,海南,188.99,87947.47,115151.35,567809.19,255086.05,133410.56,155903.09,1.35,0.018,2.93,2.27,19970611
300079,数码视讯,通信设备,北京,61.45,120622.93,137779.39,413389.41,280742.09,33839.28,58040.91,0.42,0.034,2.33,3.58,20100430
600526,菲达环保,环境保护,浙江,93.01,40688.94,54740.46,747366.81,582815.5,55903.31,170119.16,3.11,0.036,4.68,2.85,20020722
600230,*ST沧大,农药化肥,河北,0.0,29418.82,29418.82,373906.56,69514.68,252976.92,64217.56,2.18,-0.077,3.78,3.1,20000406
600192,长城电工,电气设备,甘肃,114.93,44174.8,44174.8,471253.75,333233.5,79418.21,90398.9,2.05,0.044,4.31,2.33,19981224
600883,博闻科技,水泥,云南,0.0,23608.8,23608.8,74347.53,37397.55,1503.42,817.95,0.03,-0.006,2.82,5.35,19951208
600761,安徽合力,工程机械,安徽,19.53,61681.73,61681.73,612828.06,399375.06,168439.75,55695.38,0.9,0.151,6.7,1.76,19961009
601008,连云港,港口,江苏,204.77,81163.5,101521.5,677210.44,56712.2,379637.44,161476.69,1.59,0.006,3.17,1.6,20070426
300317,珈伟股份,半导体,深圳,62.07,16771.61,47230.75,864508.19,450694.91,241639.72,277346.25,5.87,0.31,8.02,4.0,20120511
002367,康力电梯,运输设备,江苏,30.46,45995.42,73860.02,416947.53,243104.41,106963.07,34976.78,0.47,0.126,3.3,4.67,20100312
002690,美亚光电,专用机械,安徽,100.82,32647.96,67600.0,217357.27,185203.3,22346.68,39673.51,0.59,0.055,2.9,7.68,20120731
300020,银江股份,软件服务,浙江,30.62,57737.21,65578.9,520409.69,412609.78,20422.49,135492.45,2.07,0.308,4.57,4.13,20091030
300442,普丽盛,轻工机械,上海,342.78,5889.25,10000.0,127243.06,78557.3,18578.13,52063.42,5.21,0.034,9.74,4.77,20150424
300403,地尔汉宇,电气设备,广东,39.68,5882.0,13400.0,140326.67,100331.21,19159.92,64369.76,4.8,0.38,9.51,6.34,20141030
300170,汉得信息,软件服务,上海,69.22,64320.37,83537.46,216350.47,162558.98,30030.78,44422.23,0.53,0.05,2.19,6.32,20110201
000601,韶能股份,水力发电,广东,17.46,107980.84,108055.15,862862.63,129602.88,681306.69,158531.94,1.47,0.149,3.8,2.73,19960830
300090,盛运环保,环境保护,安徽,423.96,77328.35,131995.3,1106116.63,536453.31,71965.43,216609.2,1.64,0.005,4.01,2.17,20100625
000925,众合科技,专用机械,浙江,0.0,30551.35,32032.39,378566.47,197980.27,26445.88,96936.4,3.03,-0.061,3.74,4.65,19990611
601100,恒立液压,工程机械,江苏,478.57,24727.5,63000.0,489086.59,210834.2,161227.27,208606.77,3.31,0.006,5.51,2.21,20111028
600982,宁波热电,供气供热,浙江,76.54,67613.0,74693.0,328680.28,185478.27,57298.23,104906.63,1.4,0.017,3.19,1.64,20040706
000572,海马汽车,汽车整车,海南,25.75,164209.52,164463.64,1676711.63,686568.75,303629.75,376545.72,2.29,0.051,4.52,1.16,19940808
601311,骆驼股份,电气设备,湖北,38.19,84839.57,84839.57,652857.5,333772.91,194274.61,104246.5,1.23,0.229,5.53,3.17,20110602
600637,东方明珠,影视音像,上海,46.83,217989.81,262653.88,3541033.5,2305139.0,257716.05,1198870.25,4.56,0.131,9.6,2.56,19930316
000420,吉林化纤,化纤,吉林,675.86,31830.68,98535.34,282166.88,108756.63,124762.97,94701.47,0.96,0.003,1.36,5.17,19960802
600329,中新药业,中成药,天津,26.26,56576.8,76887.29,625273.94,416032.0,76887.15,130748.01,1.7,0.336,5.27,3.35,20010606
300241,瑞丰光电,半导体,深圳,67.26,16371.05,25190.33,162930.75,88533.15,43503.8,51514.28,2.05,0.07,3.88,4.61,20110712
600725,*ST云维,焦炭加工,云南,0.0,61623.5,61623.5,779519.06,254848.27,359112.38,181134.06,2.94,-0.239,-3.27,-1.65,19960702
300085,银之杰,软件服务,深圳,765.21,32636.43,68354.57,119050.5,69017.71,1016.15,20727.07,0.3,0.009,1.33,20.42,20100526
000965,天保基建,区域地产,天津,23.05,100893.71,100893.71,621089.44,516360.31,11265.86,189402.36,1.88,0.078,4.45,1.63,20000406
002112,三变科技,电气设备,浙江,1048.89,18115.81,20160.0,144469.0,106018.67,21799.1,6915.07,0.34,0.004,2.41,7.52,20070208
601390,中国中铁,建筑施工,北京,18.21,1832803.13,2284430.25,71779752.0,56801932.0,4557155.0,4200412.0,1.84,0.1,5.83,1.24,20071203
600161,天坛生物,生物制药,北京,0.0,51546.69,51546.69,562811.38,180227.38,256530.41,16405.57,0.32,-0.001,3.77,10.68,19980616
601001,大同煤业,煤炭开采,山西,7.02,167370.0,167370.0,2653422.5,1142819.88,465680.56,114297.36,0.68,0.262,3.19,2.31,20060623
300254,仟源医药,化学制药,山西,159.5,13735.4,20830.8,134293.75,48896.5,27066.25,47697.53,2.29,0.032,3.81,5.33,20110819
601069,西部黄金,黄金,新疆,137.8,18975.0,63600.0,246184.05,57454.01,109145.11,50813.8,0.8,0.051,2.57,10.84,20150122
000536,华映科技,元器件,福建,14.6,77707.49,77910.28,932220.38,622413.81,181722.31,68965.21,0.89,0.51,3.94,3.79,19931126
300181,佐力药业,中成药,浙江,49.48,39937.1,60862.48,203138.81,111115.52,46665.7,41195.2,0.68,0.094,2.15,4.35,20110222
601766,中国中车,运输设备,北京,32.23,2291769.25,2728875.75,31866278.0,20733660.0,5271285.5,2996710.25,1.1,0.073,3.62,2.6,20080818
600410,华胜天成,软件服务,北京,464.08,89242.36,89586.35,665613.75,450970.69,57488.26,68731.45,0.77,0.006,2.64,4.27,20040427
603009,北特科技,汽车配件,上海,101.29,3473.02,13106.45,185953.11,123174.13,32871.78,88084.93,6.72,0.23,9.62,4.14,20140718
600070,浙江富润,纺织,浙江,823.69,35661.3,35661.3,201901.66,74658.09,41952.93,3291.73,0.09,0.004,2.47,5.4,19970604
600268,国电南自,电气设备,江苏,0.0,63524.64,63524.64,1063589.5,717407.19,141814.56,96484.11,1.52,-0.182,2.8,2.72,19991118
603969,银龙股份,其他建材,天津,58.29,13187.41,40000.0,160829.67,118820.65,18289.77,67153.43,1.68,0.115,3.74,3.58,20150227
300100,双林股份,汽车服务,浙江,46.06,27072.4,39795.12,450757.81,189564.95,115039.61,101831.28,2.56,0.197,5.55,6.55,20100806
601155,新城控股,区域地产,江苏,17.52,69106.04,222048.42,8179645.0,6228947.0,189075.8,236128.45,1.06,0.45,5.71,2.36,20151204
002311,海大集团,饲料,广东,151.36,152689.17,154055.56,901658.13,446803.19,281325.63,140096.94,0.91,0.025,3.28,4.7,20091127
000613,大东海A,旅游服务,海南,14320.56,26564.56,36410.0,10386.71,2238.75,4955.39,5414.27,0.15,0.0,0.21,63.89,19970128
600844,丹化科技,化工原料,上海,0.0,58482.69,77862.06,313551.88,51301.37,196642.45,80541.15,1.03,-0.045,1.02,7.65,19940311
002665,首航节能,电气设备,北京,412.16,154063.52,197112.98,448193.31,257106.13,45771.12,130618.4,0.66,0.006,1.4,6.94,20120327
300290,荣科科技,软件服务,辽宁,304.77,15328.7,32142.96,99846.7,72791.93,6475.98,29541.3,0.92,0.013,2.67,5.86,20120216
300022,吉峰农机,其他商业,四川,1009.99,31994.28,38024.03,267879.72,230081.47,13058.62,19960.09,0.52,0.002,0.63,12.52,20091030
002678,珠江钢琴,文教休闲,广东,79.6,95362.59,95600.0,282674.47,160915.75,66519.15,31810.0,0.33,0.086,2.03,6.79,20120530
002394,联发股份,纺织,江苏,21.86,32370.0,32370.0,448010.31,231636.72,140724.0,96356.81,2.98,0.18,8.37,1.88,20100423
601126,四方股份,电气设备,北京,201.26,81317.2,81317.2,537241.06,400872.19,57969.23,140808.81,1.73,0.012,4.54,2.17,20101231
300171,东富龙,医疗保健,上海,32.57,33302.14,63456.48,401826.19,318312.19,37951.12,116722.88,1.84,0.136,4.63,3.83,20110201
600428,中远航运,水运,广东,3471.39,169044.64,214665.06,2044791.63,505216.59,1274699.38,428154.0,1.99,0.0,4.25,1.4,20020418
002485,希努尔,服饰,山东,305.64,31999.03,32000.0,263340.06,106082.17,99113.38,126202.7,3.94,0.016,6.17,3.23,20101015
000756,新华制药,化学制药,山东,78.69,30730.39,45731.28,450669.56,168074.11,202911.84,51309.23,1.12,0.044,4.13,3.38,19970806
601518,吉林高速,路桥,吉林,32.25,121320.0,121320.0,647690.38,57869.73,574795.56,31718.28,0.26,0.031,2.1,1.91,20100319
601216,君正集团,化工原料,内蒙,29.42,737280.0,843801.75,2029744.0,622398.63,784877.31,444534.44,0.53,0.034,1.48,2.71,20110222
600527,江南高纤,化纤,江苏,539.92,80208.93,80208.93,176388.52,101041.75,59044.61,12842.05,0.16,0.003,2.09,2.89,20031127
600793,ST宜纸,造纸,四川,0.0,10530.0,10530.0,333237.78,36409.5,56217.26,10537.1,1.0,-0.116,0.36,67.07,19970220
300165,天瑞仪器,电器仪表,江苏,76.45,29524.64,46176.0,174055.67,140184.06,13009.12,76782.93,1.66,0.12,3.26,3.7,20110125
600251,冠农股份,农业综合,新疆,314.86,78484.2,78484.2,355041.47,157768.48,97030.63,37030.44,0.47,0.013,2.37,3.41,20030609
600167,联美控股,供气供热,辽宁,20.45,21100.0,68014.92,307345.13,152180.98,84500.96,24701.85,0.36,0.198,6.16,2.63,19990128
000829,天音控股,其他商业,江西,318.42,94682.27,95881.89,1141782.13,896056.63,36920.73,23964.07,0.25,0.01,2.1,5.81,19971202
600331,宏达股份,铅锌,四川,0.0,103200.0,203200.0,1026629.88,414689.25,254871.55,307823.06,1.51,-0.025,2.24,2.72,20011220
300365,恒华科技,软件服务,北京,602.81,6427.95,17593.9,74975.77,63265.75,7600.5,17054.68,0.97,0.017,3.6,11.33,20140123
600864,哈投股份,火力发电,黑龙江,111.84,54637.82,157829.09,542210.19,95177.18,178191.52,2832.05,0.02,0.16,6.61,1.86,19940809
600439,瑞贝卡,服饰,河南,39.1,94332.11,94332.11,466858.56,374726.5,51079.55,43712.67,0.46,0.039,2.53,2.44,20030710
002231,奥维通信,通信设备,辽宁,0.0,25037.5,35680.0,81192.28,71283.53,5265.6,15218.26,0.43,-0.054,1.79,8.05,20080512
600203,福日电子,元器件,福建,78.13,30317.08,45644.71,478868.94,287796.78,74461.63,106858.88,2.34,0.039,4.27,2.89,19990514
300132,青松股份,化工原料,福建,197.52,27278.02,38592.0,69139.84,30806.06,24583.48,8241.61,0.21,0.01,1.57,5.25,20101026
600851,海欣股份,纺织,上海,459.97,73820.6,120705.67,553752.0,105119.1,35939.75,43522.48,0.36,0.008,3.46,4.17,19940404
601866,中海集运,水运,上海,0.0,793212.5,1168312.5,10282438.0,2191537.75,5682232.0,429422.06,0.37,-0.074,1.54,2.68,20071212
600502,安徽水利,建筑施工,安徽,40.8,90424.71,90424.71,1338666.75,1110003.88,156026.22,58931.17,0.65,0.051,2.94,2.83,20030415
601918,*ST新集,煤炭开采,安徽,141.54,259054.19,259054.19,3119417.5,231822.17,1199799.25,178790.84,0.69,0.015,1.69,2.47,20071219
600350,山东高速,路桥,山东,11.9,481116.59,481116.59,5377319.5,2630876.0,777583.94,462899.69,0.96,0.264,4.81,1.31,20020318
600051,宁波联合,综合类,浙江,194.85,30579.19,31088.0,822280.75,649124.13,78881.61,14453.97,0.46,0.013,5.8,1.81,19970410
002570,贝因美,乳制品,浙江,53.64,102051.03,102252.0,545053.94,308158.84,161954.56,118346.17,1.16,0.059,3.64,3.46,20110412
000151,中成股份,商贸代理,北京,58.26,26654.4,29598.0,265449.84,244071.17,3318.73,44202.65,1.49,0.082,3.52,5.4,20000906
601002,晋亿实业,机械基件,浙江,0.0,79269.0,79269.0,404112.41,246400.7,127465.46,110231.45,1.39,-0.002,2.83,3.0,20070126
600190,锦州港,港口,辽宁,158.71,133898.05,200229.16,1164984.75,95299.32,859559.19,266351.25,1.33,0.007,2.95,1.44,19990609
300211,亿通科技,通信设备,江苏,285.21,17356.6,30267.59,57946.63,34200.48,15210.24,3736.85,0.12,0.023,1.66,7.76,20110505
300303,聚飞光电,半导体,深圳,51.68,40772.73,68805.34,243062.13,187081.31,40756.48,53909.92,0.78,0.042,2.51,3.44,20120319
000782,美达股份,化纤,广东,140.78,40450.87,52813.96,234955.27,112695.72,98235.1,63823.15,1.21,0.015,2.41,3.59,19970619
600510,黑牡丹,全国地产,江苏,37.0,79552.27,104709.5,1803225.75,1425468.88,36300.8,299120.63,2.86,0.059,6.38,1.36,20020618
601801,皖新传媒,出版业,安徽,24.13,182000.0,182000.0,859035.38,662683.56,47228.45,154127.47,0.85,0.135,3.28,3.96,20100118
603869,北部湾旅,旅游服务,广西,395.23,7287.29,21624.0,95941.09,35660.67,44010.65,31034.6,1.44,0.018,3.59,7.88,20150326
002753,永东股份,化工原料,山西,100.92,5692.5,14805.0,103226.55,60562.17,34742.55,38948.06,2.63,0.071,5.85,4.88,20150519
002449,国星光电,半导体,广东,42.14,33112.14,47575.17,441407.56,246443.41,149815.34,160719.17,3.38,0.079,5.89,2.25,20100716
000628,高新发展,园区开发,四川,434.39,18797.88,31148.0,398201.13,324359.38,10211.87,72843.1,2.34,0.008,2.25,5.89,19961118
000685,中山公用,水务,广东,20.02,99745.07,147511.14,1454139.88,198077.16,159392.38,208584.69,1.41,0.138,7.35,1.51,19970123
002767,先锋电子,电器仪表,浙江,123.84,3750.0,15000.0,70806.03,66873.02,1533.37,33725.42,2.25,0.072,4.17,8.51,20150612
000878,云南铜业,铜,云南,0.0,141639.2,141639.88,2511228.0,1276951.38,750071.44,439830.41,3.11,-0.06,3.86,2.88,19980602
600560,金自天正,电气设备,北京,110.06,22364.55,22364.55,181071.19,146572.94,14563.44,20672.05,0.92,0.036,3.24,4.86,20020919
600053,九鼎投资,区域地产,江西,47.1,43354.07,43354.07,439305.56,273812.13,4803.39,18868.72,0.44,0.383,2.98,12.09,19970418
600075,新疆天业,化工原料,新疆,66.26,43859.19,53867.96,408497.47,247007.16,81703.99,24755.75,0.46,0.052,3.67,3.73,19970617
002765,蓝黛传动,汽车配件,重庆,51.03,7984.6,20800.0,156607.3,87548.43,44474.87,59312.23,2.85,0.134,4.91,5.58,20150612
000301,东方市场,综合类,江苏,37.65,121823.64,121823.64,457945.19,123959.27,25335.13,63657.85,0.52,0.03,2.68,1.7,20000529
002607,亚夏汽车,汽车服务,安徽,105.13,35692.8,45574.21,354465.75,180315.86,75976.96,20268.92,0.44,0.027,2.34,4.91,20110810
002253,川大智胜,软件服务,四川,287.92,19025.56,22562.6,145135.95,68220.11,44394.8,79114.05,3.51,0.06,5.58,6.19,20080623
600789,鲁抗医药,化学制药,山东,321.31,58157.55,58157.55,402517.03,185362.88,152334.06,107947.65,1.86,0.007,3.12,2.97,19970226
000615,京汉股份,化纤,湖北,560.62,35400.28,78025.04,714224.94,607954.75,48363.51,23803.18,0.31,0.004,2.1,4.4,19961016
600679,上海凤凰,文教休闲,上海,291.0,18201.97,40219.89,169253.75,47817.35,12523.28,76253.36,1.9,0.014,3.03,5.41,19931008
002644,佛慈制药,中成药,甘肃,98.85,51065.69,51065.69,169459.94,126506.72,15685.67,32801.31,0.64,0.059,2.47,4.76,20111222
600609,金杯汽车,汽车整车,辽宁,0.0,109266.71,109266.71,1008547.5,780874.63,87722.88,0.0,0.0,-0.009,0.24,19.48,19920724
600270,外运发展,仓储物流,北京,29.2,90548.17,90548.17,830292.69,378949.84,78600.85,53847.19,0.59,0.161,7.98,2.36,20001228
000026,飞亚达Ａ,其他商业,深圳,47.66,31107.0,43874.48,408945.66,300048.75,36102.44,106245.56,2.42,0.062,5.32,2.23,19930603
600238,海南椰岛,红黄药酒,海南,0.0,44500.16,44820.0,125219.67,80470.71,24420.03,12748.6,0.28,-0.062,1.94,6.1,20000120
000062,深圳华强,商贸代理,深圳,73.14,66694.96,72131.67,597309.19,280717.0,34697.81,96776.31,1.34,0.179,5.08,5.16,19970130
603028,赛福天,钢加工,江苏,172.63,5520.0,22080.0,98926.31,61630.36,23440.23,19095.5,0.86,0.05,2.96,10.47,20160331
300482,万孚生物,生物制药,广东,84.48,10610.59,17600.0,81396.74,39791.46,15343.8,37852.57,2.15,0.149,4.13,12.15,20150630
002369,卓翼科技,通信设备,深圳,318.87,41746.12,48400.3,300755.75,160308.47,100037.5,66987.15,1.38,0.009,2.81,4.25,20100316
600839,四川长虹,家用电器,四川,24.03,460999.78,461624.44,5612546.5,4093216.75,550782.0,390904.72,0.85,0.1,2.72,1.77,19940311
300083,劲胜精密,元器件,广东,90.38,91054.61,142357.84,841741.81,455010.41,160548.13,468431.91,3.29,0.02,3.52,2.05,20100520
600495,晋西车轴,运输设备,山西,561.93,120819.09,120819.09,367338.34,218919.42,72976.45,116013.51,0.96,0.003,2.58,2.81,20040526
600401,海润光伏,半导体,江苏,228.59,472493.5,472493.5,1650209.5,646831.19,597119.0,125456.07,0.27,0.003,1.05,2.3,20030924
002154,报 喜 鸟,服饰,浙江,150.01,106626.21,117201.88,433462.75,184260.36,88122.74,5389.2,0.05,0.008,2.39,2.03,20070816
002717,岭南园林,建筑施工,广东,102.59,15848.99,39983.62,412944.91,292645.53,4551.12,102793.3,2.57,0.071,5.07,5.76,20140219
000501,鄂武商Ａ,百货,湖北,11.31,50719.92,59183.44,1815773.25,432659.09,730022.63,140946.52,2.38,0.5,9.88,1.98,19921120
603100,川仪股份,电器仪表,重庆,60.42,23138.14,39500.0,440106.69,338436.19,42844.39,70549.46,1.79,0.061,4.58,3.21,20140805
002004,华邦健康,化学制药,重庆,29.04,133863.2,203482.77,2038465.0,980971.13,242414.88,554806.25,2.73,0.085,4.76,2.06,20040625
600235,民丰特纸,造纸,浙江,428.91,35130.0,35130.0,251420.72,110280.35,123302.72,82903.24,2.36,0.007,3.56,3.46,20000615
002064,华峰氨纶,化纤,浙江,87.39,151309.42,167680.0,559239.0,208110.81,162271.47,1968.8,0.01,0.014,2.01,2.44,20060823
