Date,Open,High,Low,Close,Volume,Adj Close
2001-01-09,1295.859985,1311.719971,1295.140015,1300.800049,1191300000,1300.800049
2001-01-10,1300.800049,1313.76001,1287.280029,1313.27002,1296500000,1313.27002
2001-01-11,1313.27002,1332.189941,1309.719971,1326.819946,1411200000,1326.819946
2001-01-12,1326.819946,1333.209961,1311.589966,1318.550049,1276000000,1318.550049
2001-01-16,1318.319946,1327.810059,1313.329956,1326.650024,1205700000,1326.650024
2001-01-17,1326.650024,1346.920044,1325.410034,1329.469971,1349100000,1329.469971
2001-01-18,1329.890015,1352.709961,1327.410034,1347.969971,1445000000,1347.969971
2001-01-19,1347.969971,1354.550049,1336.73999,1342.540039,1407800000,1342.540039
2001-01-22,1342.540039,1353.619995,1333.839966,1342.900024,1164000000,1342.900024
2001-01-23,1342.900024,1362.900024,1339.630005,1360.400024,1232600000,1360.400024
2001-01-24,1360.400024,1369.75,1357.280029,1364.300049,1309000000,1364.300049
2001-01-25,1364.300049,1367.349976,1354.630005,1357.51001,1258000000,1357.51001
2001-01-26,1357.51001,1357.51001,1342.75,1354.949951,1098000000,1354.949951
2001-01-29,1354.920044,1365.540039,1350.359985,1364.170044,1053100000,1364.170044
2001-01-30,1364.170044,1375.680054,1356.199951,1373.72998,1149800000,1373.72998
2001-01-31,1373.72998,1383.369995,1364.660034,1366.01001,1295300000,1366.01001
2001-02-01,1366.01001,1373.5,1359.339966,1373.469971,1118800000,1373.469971
2001-02-02,1373.469971,1376.380005,1348.719971,1349.469971,1048400000,1349.469971
2001-02-05,1349.469971,1354.560059,1344.47998,1354.310059,1013000000,1354.310059
2001-02-06,1354.310059,1363.550049,1350.040039,1352.26001,1059600000,1352.26001
2001-02-07,1352.26001,1352.26001,1334.26001,1340.890015,1158300000,1340.890015
2001-02-08,1341.099976,1350.319946,1332.420044,1332.530029,1107200000,1332.530029
2001-02-09,1332.530029,1332.530029,1309.97998,1314.76001,1075500000,1314.76001
2001-02-12,1314.76001,1330.959961,1313.640015,1330.310059,1039100000,1330.310059
2001-02-13,1330.310059,1336.619995,1317.51001,1318.800049,1075200000,1318.800049
2001-02-14,1318.800049,1320.72998,1304.719971,1315.920044,1150300000,1315.920044
2001-02-15,1315.920044,1331.290039,1315.920044,1326.609985,1153700000,1326.609985
2001-02-16,1326.609985,1326.609985,1293.180054,1301.530029,1257200000,1301.530029
2001-02-20,1301.530029,1307.160034,1278.439941,1278.939941,1112200000,1278.939941
2001-02-21,1278.939941,1282.969971,1253.160034,1255.27002,1208500000,1255.27002
2001-02-22,1255.27002,1259.939941,1228.329956,1252.819946,1365900000,1252.819946
2001-02-23,1252.819946,1252.819946,1215.439941,1245.859985,1231300000,1245.859985
2001-02-26,1245.859985,1267.689941,1241.709961,1267.650024,1130800000,1267.650024
2001-02-27,1267.650024,1272.76001,1252.26001,1257.939941,1114100000,1257.939941
2001-02-28,1257.939941,1263.469971,1229.650024,1239.939941,1225300000,1239.939941
2001-03-01,1239.939941,1241.359985,1214.5,1241.22998,1294900000,1241.22998
2001-03-02,1241.22998,1251.01001,1219.73999,1234.180054,1294000000,1234.180054
2001-03-05,1234.180054,1242.550049,1234.040039,1241.410034,929200000,1241.410034
2001-03-06,1241.410034,1267.420044,1241.410034,1253.800049,1091800000,1253.800049
2001-03-07,1253.800049,1263.859985,1253.800049,1261.890015,1132200000,1261.890015
2001-03-08,1261.890015,1266.5,1257.599976,1264.73999,1114100000,1264.73999
2001-03-09,1264.73999,1264.73999,1228.420044,1233.420044,1085900000,1233.420044
2001-03-12,1233.420044,1233.420044,1176.780029,1180.160034,1229000000,1180.160034
2001-03-13,1180.160034,1197.829956,1171.5,1197.660034,1360900000,1197.660034
2001-03-14,1197.660034,1197.660034,1155.349976,1166.709961,1397400000,1166.709961
2001-03-15,1166.709961,1182.040039,1166.709961,1173.560059,1259500000,1173.560059
2001-03-16,1173.560059,1173.560059,1148.640015,1150.530029,1543560000,1150.530029
2001-03-19,1150.530029,1173.5,1147.180054,1170.810059,1126200000,1170.810059
2001-03-20,1170.810059,1180.560059,1142.189941,1142.619995,1235900000,1142.619995
2001-03-21,1142.619995,1149.390015,1118.73999,1122.140015,1346300000,1122.140015
2001-03-22,1122.140015,1124.27002,1081.189941,1117.579956,1723950000,1117.579956
2001-03-23,1117.579956,1141.829956,1117.579956,1139.829956,1364900000,1139.829956
2001-03-26,1139.829956,1160.02002,1139.829956,1152.689941,1114000000,1152.689941
2001-03-27,1152.689941,1183.349976,1150.959961,1182.170044,1314200000,1182.170044
2001-03-28,1182.170044,1182.170044,1147.829956,1153.290039,1333400000,1153.290039
2001-03-29,1153.290039,1161.689941,1136.26001,1147.949951,1234500000,1147.949951
2001-03-30,1147.949951,1162.800049,1143.829956,1160.329956,1280800000,1160.329956
2001-04-02,1160.329956,1169.51001,1137.51001,1145.869995,1254900000,1145.869995
2001-04-03,1145.869995,1145.869995,1100.189941,1106.459961,1386100000,1106.459961
2001-04-04,1106.459961,1117.5,1091.98999,1103.25,1425590000,1103.25
2001-04-05,1103.25,1151.469971,1103.25,1151.439941,1368000000,1151.439941
2001-04-06,1151.439941,1151.439941,1119.290039,1128.430054,1266800000,1128.430054
2001-04-09,1128.430054,1146.130005,1126.380005,1137.589966,1062800000,1137.589966
2001-04-10,1137.589966,1173.920044,1137.589966,1168.380005,1349600000,1168.380005
2001-04-11,1168.380005,1182.23999,1160.26001,1165.890015,1290300000,1165.890015
2001-04-12,1165.890015,1183.51001,1157.72998,1183.5,1102000000,1183.5
2001-04-16,1183.5,1184.640015,1167.380005,1179.680054,913900000,1179.680054
2001-04-17,1179.680054,1192.25,1168.900024,1191.810059,1109600000,1191.810059
2001-04-18,1191.810059,1248.420044,1191.810059,1238.160034,1918900000,1238.160034
2001-04-19,1238.160034,1253.709961,1233.390015,1253.689941,1486800000,1253.689941
2001-04-20,1253.699951,1253.699951,1234.410034,1242.97998,1338700000,1242.97998
2001-04-23,1242.97998,1242.97998,1217.469971,1224.359985,1012600000,1224.359985
2001-04-24,1224.359985,1233.540039,1208.890015,1209.469971,1216500000,1209.469971
2001-04-25,1209.469971,1232.359985,1207.380005,1228.75,1203600000,1228.75
2001-04-26,1228.75,1248.300049,1228.75,1234.52002,1345200000,1234.52002
2001-04-27,1234.52002,1253.069946,1234.52002,1253.050049,1091300000,1253.050049
2001-04-30,1253.050049,1269.300049,1243.98999,1249.459961,1266800000,1249.459961
2001-05-01,1249.459961,1266.469971,1243.550049,1266.439941,1181300000,1266.439941
2001-05-02,1266.439941,1272.930054,1257.699951,1267.430054,1342200000,1267.430054
2001-05-03,1267.430054,1267.430054,1239.880005,1248.579956,1137900000,1248.579956
2001-05-04,1248.579956,1267.51001,1232.0,1266.609985,1082100000,1266.609985
2001-05-07,1266.609985,1270.0,1259.189941,1263.51001,949000000,1263.51001
2001-05-08,1266.709961,1267.01001,1253.0,1261.199951,1006300000,1261.199951
2001-05-09,1261.199951,1261.650024,1247.829956,1255.540039,1132400000,1255.540039
2001-05-10,1255.540039,1268.140015,1254.560059,1255.180054,1056700000,1255.180054
2001-05-11,1255.180054,1259.839966,1240.790039,1245.670044,906200000,1245.670044
2001-05-14,1245.670044,1249.680054,1241.02002,1248.920044,858200000,1248.920044
2001-05-15,1248.920044,1257.449951,1245.359985,1249.439941,1071800000,1249.439941
2001-05-16,1249.439941,1286.390015,1243.02002,1284.98999,1405300000,1284.98999
2001-05-17,1284.98999,1296.47998,1282.650024,1288.48999,1355600000,1288.48999
2001-05-18,1288.48999,1292.060059,1281.150024,1291.959961,1130800000,1291.959961
2001-05-21,1291.959961,1312.949951,1287.869995,1312.829956,1174900000,1312.829956
2001-05-22,1312.829956,1315.930054,1306.890015,1309.380005,1260400000,1309.380005
2001-05-23,1309.380005,1309.380005,1288.699951,1289.050049,1134800000,1289.050049
2001-05-24,1289.050049,1295.040039,1281.219971,1293.170044,1100700000,1293.170044
2001-05-25,1293.170044,1293.170044,1276.420044,1277.890015,828100000,1277.890015
2001-05-29,1277.890015,1278.420044,1265.410034,1267.930054,1026000000,1267.930054
2001-05-30,1267.930054,1267.930054,1245.959961,1248.079956,1158600000,1248.079956
2001-05-31,1248.079956,1261.910034,1248.069946,1255.819946,1226600000,1255.819946
2001-06-01,1255.819946,1265.339966,1246.880005,1260.670044,1015000000,1260.670044
2001-06-04,1260.670044,1267.170044,1256.359985,1267.109985,836500000,1267.109985
2001-06-05,1267.109985,1286.619995,1267.109985,1283.569946,1116800000,1283.569946
2001-06-06,1283.569946,1283.849976,1269.01001,1270.030029,1061900000,1270.030029
2001-06-07,1270.030029,1277.079956,1265.079956,1276.959961,1089600000,1276.959961
2001-06-08,1276.959961,1277.109985,1259.98999,1264.959961,726200000,1264.959961
2001-06-11,1264.959961,1264.959961,1249.22998,1254.390015,870100000,1254.390015
2001-06-12,1254.390015,1261.0,1235.75,1255.849976,1136500000,1255.849976
2001-06-13,1255.849976,1259.75,1241.589966,1241.599976,1063600000,1241.599976
2001-06-14,1241.599976,1241.599976,1218.900024,1219.869995,1242900000,1219.869995
2001-06-15,1219.869995,1221.5,1203.030029,1214.359985,1635550000,1214.359985
2001-06-18,1214.359985,1221.22998,1208.329956,1208.430054,1111600000,1208.430054
2001-06-19,1208.430054,1226.109985,1207.709961,1212.579956,1184900000,1212.579956
2001-06-20,1212.579956,1225.609985,1210.069946,1223.140015,1350100000,1223.140015
2001-06-21,1223.140015,1240.23999,1220.25,1237.040039,1546820000,1237.040039
2001-06-22,1237.040039,1237.72998,1221.410034,1225.349976,1189200000,1225.349976
2001-06-25,1225.349976,1231.5,1213.599976,1218.599976,1050100000,1218.599976
2001-06-26,1218.599976,1220.699951,1204.640015,1216.76001,1198900000,1216.76001
2001-06-27,1216.76001,1219.920044,1207.290039,1211.069946,1162100000,1211.069946
2001-06-28,1211.069946,1234.439941,1211.069946,1226.199951,1327300000,1226.199951
2001-06-29,1226.199951,1237.290039,1221.140015,1224.380005,1832360000,1224.380005
2001-07-02,1224.420044,1239.780029,1224.030029,1236.719971,1128300000,1236.719971
2001-07-03,1236.709961,1236.709961,1229.430054,1234.449951,622110000,1234.449951
2001-07-05,1234.449951,1234.449951,1219.150024,1219.23999,934900000,1219.23999
2001-07-06,1219.23999,1219.23999,1188.73999,1190.589966,1056700000,1190.589966
2001-07-09,1190.589966,1201.76001,1189.75,1198.780029,1045700000,1198.780029
2001-07-10,1198.780029,1203.430054,1179.930054,1181.52002,1263800000,1181.52002
2001-07-11,1181.52002,1184.930054,1168.459961,1180.180054,1384100000,1180.180054
2001-07-12,1180.180054,1210.25,1180.180054,1208.140015,1394000000,1208.140015
2001-07-13,1208.140015,1218.540039,1203.609985,1215.680054,1121700000,1215.680054
2001-07-16,1215.680054,1219.630005,1200.050049,1202.449951,1039800000,1202.449951
2001-07-17,1202.449951,1215.359985,1196.140015,1214.439941,1238100000,1214.439941
2001-07-18,1214.439941,1214.439941,1198.329956,1207.709961,1316300000,1207.709961
2001-07-19,1207.709961,1225.040039,1205.800049,1215.02002,1343500000,1215.02002
2001-07-20,1215.02002,1215.689941,1207.040039,1210.849976,1170900000,1210.849976
2001-07-23,1210.849976,1215.219971,1190.5,1191.030029,986900000,1191.030029
2001-07-24,1191.030029,1191.030029,1165.540039,1171.650024,1198700000,1171.650024
2001-07-25,1171.650024,1190.52002,1171.280029,1190.48999,1280700000,1190.48999
2001-07-26,1190.48999,1204.180054,1182.650024,1202.930054,1213900000,1202.930054
2001-07-27,1202.930054,1209.26001,1195.98999,1205.819946,1015300000,1205.819946
2001-07-30,1205.819946,1209.050049,1200.410034,1204.52002,909100000,1204.52002
2001-07-31,1204.52002,1222.73999,1204.52002,1211.22998,1129200000,1211.22998
2001-08-01,1211.22998,1223.040039,1211.22998,1215.930054,1340300000,1215.930054
2001-08-02,1215.930054,1226.27002,1215.310059,1220.75,1218300000,1220.75
2001-08-03,1220.75,1220.75,1205.310059,1214.349976,939900000,1214.349976
2001-08-06,1214.349976,1214.349976,1197.349976,1200.47998,811700000,1200.47998
2001-08-07,1200.469971,1207.560059,1195.640015,1204.400024,1012000000,1204.400024
2001-08-08,1204.400024,1206.790039,1181.27002,1183.530029,1124600000,1183.530029
2001-08-09,1183.530029,1184.709961,1174.680054,1183.430054,1104200000,1183.430054
2001-08-10,1183.430054,1193.329956,1169.550049,1190.160034,960900000,1190.160034
2001-08-13,1190.160034,1193.819946,1185.119995,1191.290039,837600000,1191.290039
2001-08-14,1191.290039,1198.790039,1184.26001,1186.72998,964600000,1186.72998
2001-08-15,1186.72998,1191.209961,1177.609985,1178.02002,1065600000,1178.02002
2001-08-16,1178.02002,1181.800049,1166.079956,1181.660034,1055400000,1181.660034
2001-08-17,1181.660034,1181.660034,1156.069946,1161.969971,974300000,1161.969971
2001-08-20,1161.969971,1171.410034,1160.939941,1171.410034,897100000,1171.410034
2001-08-21,1171.410034,1179.849976,1156.560059,1157.26001,1041600000,1157.26001
2001-08-22,1157.26001,1168.560059,1153.339966,1165.310059,1110800000,1165.310059
2001-08-23,1165.310059,1169.859985,1160.959961,1162.089966,986200000,1162.089966
2001-08-24,1162.089966,1185.150024,1162.089966,1184.930054,1043600000,1184.930054
2001-08-27,1184.930054,1186.849976,1178.069946,1179.209961,842600000,1179.209961
2001-08-28,1179.209961,1179.660034,1161.170044,1161.51001,987100000,1161.51001
2001-08-29,1161.51001,1166.969971,1147.380005,1148.560059,963700000,1148.560059
2001-08-30,1148.599976,1151.75,1124.869995,1129.030029,1157000000,1129.030029
2001-08-31,1129.030029,1141.829956,1126.380005,1133.579956,920100000,1133.579956
2001-09-04,1133.579956,1155.400024,1129.060059,1132.939941,1178300000,1132.939941
2001-09-05,1132.939941,1135.52002,1114.859985,1131.73999,1384500000,1131.73999
2001-09-06,1131.73999,1131.73999,1105.829956,1106.400024,1359700000,1106.400024
2001-09-07,1106.400024,1106.400024,1082.119995,1085.780029,1424300000,1085.780029
2001-09-10,1085.780029,1096.939941,1073.150024,1092.540039,1276600000,1092.540039
2001-09-17,1092.540039,1092.540039,1037.459961,1038.77002,2330830000,1038.77002
2001-09-18,1038.77002,1046.420044,1029.25,1032.73999,1650410000,1032.73999
2001-09-19,1032.73999,1038.910034,984.619995,1016.099976,2120550000,1016.099976
2001-09-20,1016.099976,1016.099976,984.48999,984.539978,2004800000,984.539978
2001-09-21,984.539978,984.539978,944.75,965.799988,2317300000,965.799988
2001-09-24,965.799988,1008.440002,965.799988,1003.450012,1746600000,1003.450012
2001-09-25,1003.450012,1017.140015,998.330017,1012.27002,1613800000,1012.27002
2001-09-26,1012.27002,1020.289978,1002.619995,1007.039978,1519100000,1007.039978
2001-09-27,1007.039978,1018.919983,998.23999,1018.609985,1467000000,1018.609985
2001-09-28,1018.609985,1040.939941,1018.609985,1040.939941,1631500000,1040.939941
2001-10-01,1040.939941,1040.939941,1026.76001,1038.550049,1175600000,1038.550049
2001-10-02,1038.550049,1051.329956,1034.469971,1051.329956,1289800000,1051.329956
2001-10-03,1051.329956,1075.380005,1041.47998,1072.280029,1650600000,1072.280029
2001-10-04,1072.280029,1084.119995,1067.819946,1069.630005,1609100000,1069.630005
2001-10-05,1069.619995,1072.349976,1053.5,1071.380005,1301700000,1071.380005
2001-10-08,1071.369995,1071.369995,1056.880005,1062.439941,979000000,1062.439941
2001-10-09,1062.439941,1063.369995,1053.829956,1056.75,1227800000,1056.75
2001-10-10,1056.75,1081.619995,1052.76001,1080.98999,1312400000,1080.98999
2001-10-11,1080.98999,1099.160034,1080.98999,1097.430054,1704580000,1097.430054
2001-10-12,1097.430054,1097.430054,1072.150024,1091.650024,1331400000,1091.650024
2001-10-15,1091.650024,1091.650024,1078.189941,1089.97998,1024700000,1089.97998
2001-10-16,1089.97998,1101.660034,1087.130005,1097.540039,1210500000,1097.540039
2001-10-17,1097.540039,1107.119995,1076.569946,1077.089966,1452200000,1077.089966
2001-10-18,1077.089966,1077.939941,1064.540039,1068.609985,1262900000,1068.609985
2001-10-19,1068.609985,1075.52002,1057.23999,1073.47998,1294900000,1073.47998
2001-10-22,1073.47998,1090.569946,1070.790039,1089.900024,1105700000,1089.900024
2001-10-23,1089.900024,1098.98999,1081.530029,1084.780029,1317300000,1084.780029
2001-10-24,1084.780029,1090.26001,1079.97998,1085.199951,1336200000,1085.199951
2001-10-25,1085.199951,1100.089966,1065.640015,1100.089966,1364400000,1100.089966
2001-10-26,1100.089966,1110.609985,1094.23999,1104.609985,1244500000,1104.609985
2001-10-29,1104.609985,1104.609985,1078.300049,1078.300049,1106100000,1078.300049
2001-10-30,1078.300049,1078.300049,1053.609985,1059.790039,1297400000,1059.790039
2001-10-31,1059.790039,1074.790039,1057.550049,1059.780029,1352500000,1059.780029
2001-11-01,1059.780029,1085.609985,1054.310059,1084.099976,1317400000,1084.099976
2001-11-02,1084.099976,1089.630005,1075.579956,1087.199951,1121900000,1087.199951
2001-11-05,1087.199951,1106.719971,1087.199951,1102.839966,1267700000,1102.839966
2001-11-06,1102.839966,1119.72998,1095.359985,1118.859985,1356000000,1118.859985
2001-11-07,1118.859985,1126.619995,1112.97998,1115.800049,1411300000,1115.800049
2001-11-08,1115.800049,1135.75,1115.420044,1118.540039,1517500000,1118.540039
2001-11-09,1118.540039,1123.02002,1111.130005,1120.310059,1093800000,1120.310059
2001-11-12,1120.310059,1121.709961,1098.319946,1118.329956,991600000,1118.329956
2001-11-13,1118.329956,1139.140015,1118.329956,1139.089966,1370100000,1139.089966
2001-11-14,1139.089966,1148.280029,1132.869995,1141.209961,1443400000,1141.209961
2001-11-15,1141.209961,1146.459961,1135.060059,1142.23999,1454500000,1142.23999
2001-11-16,1142.23999,1143.52002,1129.920044,1138.650024,1337400000,1138.650024
2001-11-19,1138.650024,1151.060059,1138.650024,1151.060059,1316800000,1151.060059
2001-11-20,1151.060059,1152.449951,1142.170044,1142.660034,1330200000,1142.660034
2001-11-21,1142.660034,1142.660034,1129.780029,1137.030029,1029300000,1137.030029
2001-11-23,1137.030029,1151.050049,1135.900024,1150.339966,410300000,1150.339966
2001-11-26,1150.339966,1157.880005,1146.170044,1157.420044,1129800000,1157.420044
2001-11-27,1157.420044,1163.380005,1140.810059,1149.5,1288000000,1149.5
2001-11-28,1149.5,1149.5,1128.290039,1128.52002,1423700000,1128.52002
2001-11-29,1128.52002,1140.400024,1125.51001,1140.199951,1375700000,1140.199951
2001-11-30,1140.199951,1143.569946,1135.890015,1139.449951,1343600000,1139.449951
2001-12-03,1139.449951,1139.449951,1125.780029,1129.900024,1202900000,1129.900024
2001-12-04,1129.900024,1144.800049,1128.859985,1144.800049,1318500000,1144.800049
2001-12-05,1143.77002,1173.619995,1143.77002,1170.349976,1765300000,1170.349976
2001-12-06,1170.349976,1173.349976,1164.430054,1167.099976,1487900000,1167.099976
2001-12-07,1167.099976,1167.099976,1152.660034,1158.310059,1248200000,1158.310059
2001-12-10,1158.310059,1158.310059,1139.660034,1139.930054,1218700000,1139.930054
2001-12-11,1139.930054,1150.890015,1134.319946,1136.76001,1367200000,1136.76001
2001-12-12,1136.76001,1141.579956,1126.01001,1137.069946,1449700000,1137.069946
2001-12-13,1137.069946,1137.069946,1117.849976,1119.380005,1511500000,1119.380005
2001-12-14,1119.380005,1128.280029,1114.530029,1123.089966,1306800000,1123.089966
2001-12-17,1123.089966,1137.300049,1122.660034,1134.359985,1260400000,1134.359985
2001-12-18,1134.359985,1145.099976,1134.359985,1142.920044,1354000000,1142.920044
2001-12-19,1142.920044,1152.439941,1134.75,1149.560059,1484900000,1149.560059
2001-12-20,1149.560059,1151.420044,1139.930054,1139.930054,1490500000,1139.930054
2001-12-21,1139.930054,1147.459961,1139.930054,1144.890015,1694000000,1144.890015
2001-12-24,1144.890015,1147.829956,1144.619995,1144.650024,439670000,1144.650024
2001-12-26,1144.650024,1159.180054,1144.650024,1149.369995,791100000,1149.369995
2001-12-27,1149.369995,1157.130005,1149.369995,1157.130005,876300000,1157.130005
2001-12-28,1157.130005,1164.640015,1157.130005,1161.02002,917400000,1161.02002
2001-12-31,1161.02002,1161.160034,1148.040039,1148.079956,943600000,1148.079956
2002-01-02,1148.079956,1154.670044,1136.22998,1154.670044,1171000000,1154.670044
2002-01-03,1154.670044,1165.27002,1154.01001,1165.27002,1398900000,1165.27002
2002-01-04,1165.27002,1176.550049,1163.420044,1172.51001,1513000000,1172.51001
2002-01-07,1172.51001,1176.969971,1163.550049,1164.890015,1308300000,1164.890015
2002-01-08,1164.890015,1167.599976,1157.459961,1160.709961,1258800000,1160.709961
2002-01-09,1160.709961,1174.26001,1151.890015,1155.140015,1452000000,1155.140015
2002-01-10,1155.140015,1159.930054,1150.849976,1156.550049,1299000000,1156.550049
2002-01-11,1156.550049,1159.410034,1145.449951,1145.599976,1211900000,1145.599976
2002-01-14,1145.599976,1145.599976,1138.150024,1138.410034,1286400000,1138.410034
2002-01-15,1138.410034,1148.810059,1136.880005,1146.189941,1386900000,1146.189941
2002-01-16,1146.189941,1146.189941,1127.48999,1127.569946,1482500000,1127.569946
2002-01-17,1127.569946,1139.27002,1127.569946,1138.880005,1380100000,1138.880005
2002-01-18,1138.880005,1138.880005,1124.449951,1127.579956,1333300000,1127.579956
2002-01-22,1127.579956,1135.26001,1117.910034,1119.310059,1311600000,1119.310059
2002-01-23,1119.310059,1131.939941,1117.430054,1128.180054,1479200000,1128.180054
2002-01-24,1128.180054,1139.5,1128.180054,1132.150024,1552800000,1132.150024
2002-01-25,1132.150024,1138.310059,1127.819946,1133.280029,1345100000,1133.280029
2002-01-28,1133.280029,1138.630005,1126.660034,1133.060059,1186800000,1133.060059
2002-01-29,1133.060059,1137.469971,1098.73999,1100.640015,1812000000,1100.640015
2002-01-30,1100.640015,1113.790039,1081.660034,1113.569946,2019600000,1113.569946
2002-01-31,1113.569946,1130.209961,1113.300049,1130.199951,1557000000,1130.199951
2002-02-01,1130.199951,1130.199951,1118.51001,1122.199951,1367200000,1122.199951
2002-02-04,1122.199951,1122.199951,1092.25,1094.439941,1437600000,1094.439941
