,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
76,000809,铁岭新城,-0.22,-540.0,,-5.31,,-17933.97,-723.32,,04-30
77,600767,运盛医疗,-0.21,-371.05,,-21.2,,-7024.38,-370.34,,04-30
78,002069,*ST獐岛,-0.34,-79.54,,-24.04,,-24293.63,-79.57,,04-30
79,002366,台海核电,0.05,-81.06,,1.7,,1758.44,-50.11,,04-30
80,000630,铜陵有色,-0.07,-136.84,,-4.63,,-66643.27,-321.66,,04-30
81,300318,博晖创新,0.03,-86.98,,1.07,,1188.2,-68.85,10派0.03转10,04-30
82,000723,美锦能源,-0.19,-733.33,,-10.46,,-36427.42,-3940.28,,04-30
83,000539,粤电力A,0.62,-10.14,,14.42,,323773.33,7.78,10派2.3,04-30
84,002306,中科云网,0.08,-109.41,,-122.27,,6557.4,-109.59,,04-30
85,300028,金亚科技,0.04,-63.0,,4.04,,1280.75,-50.31,,04-30
86,002200,云投生态,0.06,100.0,,1.26,,1024.84,122.52,,04-30
87,000004,国农科技,0.01,-70.2,,1.54,,124.71,-67.19,,04-30
88,002577,雷柏科技,-1.58,-1315.38,,-38.0,,-44823.02,-1327.9,,04-29
89,600117,西宁特钢,-2.18,-3733.33,,-85.94,,-161894.1,-3993.42,,04-29
90,002624,完美世界,0.59,-10.61,,32.05,,28844.73,51.66,10派0.2655,04-29
91,600331,宏达股份,0.02,-107.84,,0.86,,3946.98,-111.67,,04-29
92,600734,实达集团,0.44,-491.12,,79.58,,15481.91,-491.24,,04-29
93,600004,白云机场,1.09,14.74,,14.0,,125309.11,15.21,10派3.2,04-29
94,000637,茂化实华,0.17,21.43,,10.69,,8940.94,23.52,10派1.3,04-29
95,600567,山鹰纸业,0.06,100.0,,3.46,,20906.19,90.15,10派0.2,04-29
96,600489,中金黄金,0.03,0.0,,0.86,,8637.82,2.41,,04-29
97,601918,*ST新集,-0.99,30.13,,-46.0,,-256116.4,30.06,,04-29
98,600708,光明地产,0.46,43.92,,8.8,,51027.16,210.34,10派1,04-29
99,000615,京汉股份,0.61,771.43,,14.35,,23768.39,1409.19,10转10派1,04-29
100,300512,中亚股份,1.32,6.45,5.02,28.79,1.16,13368.17,6.88,,04-29
101,600321,国栋建设,-0.04,-900.0,,-2.24,-0.01,-5710.99,-1045.9,,04-29
102,000584,友利控股,0.04,-83.92,,1.37,,2625.48,-83.92,,04-29
103,600512,腾达建设,-0.03,-200.0,,-1.52,,-2869.69,-219.46,,04-29
104,000629,*ST钒钛,-0.26,-41.52,,-23.23,,-220736.2,-41.53,,04-29
105,000571,新大洲A,0.07,-28.48,,2.61,,5679.53,-25.56,10派0.3,04-29
106,603198,迎驾贡酒,0.69,1.47,,16.42,,53039.91,9.01,10派5,04-29
107,002289,*ST宇顺,-5.88,197.81,,-98.18,,-109807.01,235.73,,04-29
108,600652,游久游戏,0.09,-138.96,,3.68,,7461.67,-154.35,10派0.27,04-29
109,603223,恒通股份,0.42,-22.22,,9.01,,4368.62,-10.7,10派0.7,04-29
110,002712,思美传媒,1.03,22.62,,10.08,,8833.4,24.73,10转20派1.5,04-29
111,000518,四环生物,-0.07,-1346.55,,-11.56,,-7444.55,-1349.8,,04-29
112,600503,华丽家族,0.01,-15.82,,0.59,,2125.62,7.27,10派0.04,04-29
113,600783,鲁信创投,0.3,-26.83,,6.67,,22408.14,-25.71,10派1,04-29
114,601021,春秋航空,1.68,-43.05,,23.01,,132785.88,50.18,10派2.1,04-29
115,600240,华业资本,0.62,113.79,,20.86,,88261.66,112.86,10派1,04-29
116,600098,广州发展,0.48,6.72,,9.09,,130261.49,6.41,10派1.9,04-29
117,600234,*ST山水,-0.08,60.0,,-29.36,,-1610.89,47.6,,04-29
118,600584,长电科技,0.05,-72.22,,1.41,,5199.75,-66.81,10派0.1,04-29
119,002358,森源电气,0.23,-65.15,,8.59,,18260.96,-30.59,,04-29
120,000009,中国宝安,,,,19.7,,78901.06,160.12,10派0.7送2.5转1,04-29
121,000883,湖北能源,0.29,38.1,,10.45,,157781.68,37.98,10派0.91,04-29
122,603077,和邦生物,0.07,-89.86,,4.27,,23986.59,-64.29,,04-29
123,601901,方正证券,0.49,85.82,4.25,12.41,-1.76,406421.2,126.28,10派0.9,04-29
124,600272,开开实业,0.08,-46.67,,4.8,,1984.7,-45.39,10派0.25,04-29
125,600177,雅戈尔,1.96,38.03,,23.96,,437149.74,38.23,10派8,04-29
126,600082,海泰发展,0.02,-74.48,,0.59,,1038.35,-74.52,,04-29
127,000670,*ST盈方,0.03,144.76,,4.13,,2100.9,305.0,,04-29
128,603558,健盛集团,0.36,-71.88,,14.27,,10135.63,31.58,,04-29
129,600499,科达洁能,0.77,19.17,,14.04,,54131.76,21.34,10派2转10,04-29
130,300287,飞利信,0.16,-56.76,,12.53,,18063.22,95.1,10派0.28,04-29
131,600620,天宸股份,0.11,-38.89,,1.96,,4968.95,-38.03,,04-29
132,603918,金桥信息,0.47,-18.97,,9.77,,3676.94,-3.51,10派1.3转10,04-29
133,600730,中国高科,0.22,-58.49,,5.04,,6959.66,-55.34,,04-29
134,000616,海航投资,0.16,23.08,,5.14,,22187.19,15.72,10派0.2,04-29
135,000852,石化机械,0.01,-94.44,5.52,0.24,,583.72,-91.88,10转3,04-29
136,000526,紫光学大,-0.14,-791.18,,-9.06,,-1356.25,-789.66,,04-29
137,600432,*ST吉恩,-1.79,237.74,,-42.42,,-286952.0,432.95,,04-29
138,000729,燕京啤酒,0.21,-19.31,,4.71,,58767.85,-19.07,10派0.7,04-29
139,600281,太化股份,-0.34,-1028.57,,-29.21,,-17723.5,-1027.64,,04-29
140,600057,象屿股份,0.28,-12.5,,7.21,,28885.48,1.89,,04-29
141,002608,*ST舜船,-14.54,201.66,,,,-545040.34,201.48,,04-29
142,300429,强力新材,1.16,1.46,7.54,17.29,,8651.38,27.25,10派2.2,04-29
143,002058,威尔泰,-0.08,-300.0,,-5.88,,-1113.32,-290.58,,04-29
144,002680,长生生物,0.97,439.33,,25.43,,29305.99,1966.29,10派3转10,04-29
145,600638,新黄浦,0.4,33.77,,6.37,,22676.22,33.62,10派1.3,04-29
146,603300,华铁科技,0.39,-30.36,,7.94,,6996.96,-18.06,10转10派0.4,04-29
147,600690,青岛海尔,0.71,-59.48,,16.22,,430076.05,-13.84,10派2.12,04-29
148,600825,新华传媒,0.06,20.0,,2.27,,5779.48,14.62,10派0.17,04-29
149,600302,标准股份,0.14,-148.41,,4.18,,4734.41,-148.42,,04-29
150,600322,天房发展,0.0,-97.27,,0.1,,449.48,-97.33,10派0.02,04-29
151,000066,长城电脑,-0.03,-161.36,,-1.39,,-3566.67,-161.79,,04-29
152,600726,华电能源,0.01,-85.71,,0.74,,2339.59,-84.1,,04-29
153,600869,智慧能源,0.21,15.01,,12.8,,42227.69,131.11,,04-29
154,000798,中水渔业,-0.75,-1244.16,,-34.07,,-24086.97,-1244.37,,04-29
155,600877,中国嘉陵,-0.23,-1492.81,,-142.93,,-15988.64,-1490.29,,04-29
156,600897,厦门空港,1.24,-19.36,,12.73,,36952.32,-19.36,10派3.8,04-29
157,600265,*ST景谷,-0.7,100.0,,,,-9104.88,99.11,,04-29
158,000899,赣能股份,0.89,48.33,,24.3,,57455.9,48.15,10派4,04-29
159,600361,华联综超,0.08,-46.67,,1.73,,5312.97,-48.15,,04-29
160,600257,大湖股份,0.01,63.16,,0.35,,262.68,64.02,,04-29
161,000923,河北宣工,0.0,-101.1,,0.16,,69.76,-100.97,,04-29
162,600469,风神股份,0.66,-25.11,,8.55,,24723.41,-25.49,10派10送5,04-29
163,600734,实达集团,0.44,-491.12,,79.58,,15481.91,-491.24,,04-29
164,600004,白云机场,1.09,14.74,,14.0,,125309.11,15.21,10派3.2,04-29
165,000637,茂化实华,0.17,21.43,,10.69,,8940.94,23.52,10派1.3,04-29
166,600567,山鹰纸业,0.06,100.0,,3.46,,20906.19,90.15,10派0.2,04-29
167,600489,中金黄金,0.03,0.0,,0.86,,8637.82,2.41,,04-29
168,601918,*ST新集,-0.99,30.13,,-46.0,,-256116.4,30.06,,04-29
169,600708,光明地产,0.46,43.92,,8.8,,51027.16,210.34,10派1,04-29
170,000615,京汉股份,0.61,771.43,,14.35,,23768.39,1409.19,10转10派1,04-29
171,300512,中亚股份,1.32,6.45,5.02,28.79,1.16,13368.17,6.88,,04-29
172,002577,雷柏科技,-1.58,-1315.38,,-38.0,,-44823.02,-1327.9,,04-29
173,600117,西宁特钢,-2.18,-3733.33,,-85.94,,-161894.1,-3993.42,,04-29
174,002624,完美世界,0.59,-10.61,,32.05,,28844.73,51.66,10派0.2655,04-29
175,600331,宏达股份,0.02,-107.84,,0.86,,3946.98,-111.67,,04-29
176,600512,腾达建设,-0.03,-200.0,,-1.52,,-2869.69,-219.46,,04-29
177,000629,*ST钒钛,-0.26,-41.52,,-23.23,,-220736.2,-41.53,,04-29
178,000571,新大洲A,0.07,-28.48,,2.61,,5679.53,-25.56,10派0.3,04-29
179,603198,迎驾贡酒,0.69,1.47,,16.42,,53039.91,9.01,,04-29
180,601106,中国一重,-0.27,-7141.03,,-11.71,,-179505.8,-7090.3,,04-29
181,600052,浙江广厦,-0.75,-412.5,,-39.95,,-65611.26,-409.46,,04-29
182,600745,中茵股份,-0.3,-700.0,,-5.78,,-14646.02,-967.02,,04-29
183,600177,雅戈尔,1.96,38.03,,23.96,,437149.74,38.23,10派8,04-29
184,000996,中国中期,0.04,3.63,,1.69,,984.92,3.63,,04-29
185,000009,中国宝安,,,,19.7,,78901.06,160.12,10派0.7送2.5转1,04-29
186,000883,湖北能源,0.29,38.1,,10.45,,157781.68,37.98,10派0.91,04-29
187,603077,和邦生物,0.07,-89.86,,4.27,,23986.59,-64.29,,04-29
188,601901,方正证券,0.49,85.82,4.25,12.41,-1.76,406421.2,126.28,10派0.9,04-29
189,600272,开开实业,0.08,-46.67,,4.8,,1984.7,-45.39,10派0.25,04-29
190,603558,健盛集团,0.36,-71.88,,14.27,,10135.63,31.58,,04-29
191,600082,海泰发展,0.02,-74.48,,0.59,,1038.35,-74.52,,04-29
192,000670,*ST盈方,0.03,144.76,,4.13,,2100.9,305.0,,04-29
193,600432,*ST吉恩,-1.79,237.74,,-42.42,,-286952.0,432.95,,04-29
194,600499,科达洁能,0.77,19.17,,14.04,,54131.76,21.34,10派2转10,04-29
195,300287,飞利信,0.16,-56.76,,12.53,,18063.22,95.1,10派0.28,04-29
196,600620,天宸股份,0.11,-38.89,,1.96,,4968.95,-38.03,,04-29
197,603918,金桥信息,0.47,-18.97,,9.77,,3676.94,-3.51,10派1.3转10,04-29
198,600730,中国高科,0.22,-58.49,,5.04,,6959.66,-55.34,,04-29
199,000616,海航投资,0.16,23.08,,5.14,,22187.19,15.72,10派0.2,04-29
200,000852,石化机械,0.01,-94.44,5.52,0.24,,583.72,-91.88,10转3,04-29
201,000526,紫光学大,-0.14,-791.18,,-9.06,,-1356.25,-789.66,,04-29
202,000729,燕京啤酒,0.21,-19.31,,4.71,,58767.85,-19.07,10派0.7,04-29
203,600281,太化股份,-0.34,-1028.57,,-29.21,,-17723.5,-1027.64,,04-29
204,600057,象屿股份,0.28,-12.5,,7.21,,28885.48,1.89,,04-29
205,002608,*ST舜船,-14.54,201.66,,,,-545040.34,201.48,,04-29
206,600322,天房发展,0.0,-97.27,,0.1,,449.48,-97.33,10派0.02,04-29
207,300429,强力新材,1.16,1.46,7.54,17.29,,8651.38,27.25,10派2.2,04-29
208,002058,威尔泰,-0.08,-300.0,,-5.88,,-1113.32,-290.58,,04-29
209,002680,长生生物,0.97,439.33,,25.43,,29305.99,1966.29,10派3转10,04-29
210,600638,新黄浦,0.4,33.77,,6.37,,22676.22,33.62,10派1.3,04-29
211,603300,华铁科技,0.39,-30.36,,7.94,,6996.96,-18.06,10转10派0.4,04-29
212,600690,青岛海尔,0.71,-59.48,,16.22,,430076.05,-13.84,10派2.12,04-29
213,600825,新华传媒,0.06,20.0,,2.27,,5779.48,14.62,10派0.17,04-29
214,600302,标准股份,0.14,-148.41,,4.18,,4734.41,-148.42,,04-29
215,000899,赣能股份,0.89,48.33,,24.3,,57455.9,48.15,10派4,04-29
216,600361,华联综超,0.08,-46.67,,1.73,,5312.97,-48.15,,04-29
217,600257,大湖股份,0.01,63.16,,0.35,,262.68,64.02,,04-29
218,000923,河北宣工,0.0,-101.1,,0.16,,69.76,-100.97,,04-29
219,600469,风神股份,0.66,-25.11,,8.55,,24723.41,-25.49,10派10送5,04-29
220,000066,长城电脑,-0.03,-161.36,,-1.39,,-3566.67,-161.79,,04-29
221,600726,华电能源,0.01,-85.71,,0.74,,2339.59,-84.1,,04-29
222,600869,智慧能源,0.21,15.01,,12.8,,42227.69,131.11,,04-29
223,000798,中水渔业,-0.75,-1244.16,,-34.07,,-24086.97,-1244.37,,04-29
224,600877,中国嘉陵,-0.23,-1492.81,,-142.93,,-15988.64,-1490.29,,04-29
225,600897,厦门空港,1.24,-19.36,,12.73,,36952.32,-19.36,10派3.8,04-29
226,600265,*ST景谷,-0.7,100.0,,,,-9104.88,99.11,,04-29
227,600167,联美控股,0.84,8.49,,16.39,,17660.29,8.48,,04-28
228,000982,中银绒业,-0.48,-1060.0,,-23.09,,-87435.72,-1103.48,,04-28
229,000825,太钢不锈,-0.65,-935.9,,-16.05,,-371139.76,-939.76,,04-28
230,600421,仰帆控股,0.0,-90.0,,3.37,,18.69,-91.38,,04-28
231,600750,江中药业,1.22,40.23,,16.56,,36701.21,38.57,10派4,04-28
232,600388,龙净环保,0.52,-51.85,,16.75,,56014.87,20.87,10派1.6,04-28
233,000930,中粮生化,-1.47,-4072.97,,-65.73,,-141803.68,-4124.88,,04-28
234,600108,亚盛集团,0.06,-40.32,,2.6,,12308.68,-40.29,10派0.06,04-28
235,000692,惠天热电,0.14,42.03,,5.64,,7456.56,79.43,,04-28
236,600881,亚泰集团,-0.08,-180.0,,-1.9,,-18959.11,-203.27,,04-28
237,600803,新奥股份,0.82,0.0,,17.82,,80565.01,-0.47,10派1,04-28
238,600390,*ST金瑞,-0.89,1137.5,,-37.84,,-37038.73,1220.87,,04-28
239,603611,诺力股份,0.68,-50.36,,13.34,,10719.7,30.19,10派2.5,04-28
240,601616,广电电气,0.01,-79.57,,0.31,,794.98,-79.49,10派0.5,04-28
241,000410,沈阳机床,-0.83,-2625.76,,-26.74,,-63803.4,-2594.41,,04-28
242,000782,美达股份,0.09,-117.31,,3.9,,4880.75,-121.38,10派0.2,04-28
243,600614,鼎立股份,0.05,-61.54,,1.83,,4707.92,-38.77,10派0.1,04-28
244,600549,厦门钨业,-0.61,-194.7,,-9.44,,-66248.27,-250.18,10派2,04-28
245,601222,林洋能源,1.29,12.17,,11.87,,49515.87,20.79,,04-28
246,600280,中央商场,0.1,-86.2,,6.78,,11283.58,-72.32,10派0.3,04-28
247,603518,维格娜丝,0.76,-37.19,,8.43,,11211.31,-18.92,,04-28
248,600456,宝钛股份,-0.43,-1667.15,,-5.32,,-18677.57,-1665.72,10派0.5,04-28
249,600255,鑫科材料,0.02,0.0,,1.22,,3297.86,26.17,10派0.2,04-28
250,601669,中国电建,0.38,-23.65,,10.8,,523647.8,9.4,10派0.77,04-28
251,000409,山东地矿,0.21,-411.18,,9.01,,9736.62,-411.33,,04-28
252,600210,紫江企业,0.07,-37.17,,2.78,,10715.19,-33.83,10派0.5,04-28
253,000153,丰原药业,0.1,-20.94,,2.86,,3238.96,-20.98,10派1,04-28
254,600313,农发种业,0.22,-25.75,,6.8,,8451.63,-23.55,10派0.6转15,04-28
255,300300,汉鼎宇佑,0.21,-52.88,,10.44,,7869.38,-7.76,10派0.72,04-28
256,600569,安阳钢铁,-1.07,-8983.33,,-42.75,,-255062.26,-9040.25,,04-28
257,601166,兴业银行,2.63,6.48,15.1,18.89,42.97,5020700.0,6.51,10派6.1,04-28
258,600247,ST成城,0.09,-108.49,,40.31,,2941.37,-108.49,,04-28
259,600385,山东金泰,0.04,-84.0,,9.37,,566.2,-84.4,,04-28
260,600838,上海九百,0.23,109.94,,10.35,,9230.39,109.89,,04-28
261,000568,泸州老窖,1.05,66.73,,14.74,,147297.81,67.42,10派8,04-28
262,600612,老凤祥,2.14,18.88,,26.09,,111735.17,18.88,10派9.6,04-28
263,000966,长源电力,1.72,37.96,,34.54,,95223.88,37.96,10派2.6转10,04-28
264,603838,四通股份,0.47,-6.0,,11.22,,5469.18,9.8,,04-28
265,002514,宝馨科技,0.17,142.86,,4.66,,4676.1,176.71,10转10,04-28
266,300439,美康生物,0.52,-67.9,,16.63,,16126.75,17.13,10派1,04-28
267,600984,建设机械,0.02,-103.27,,0.48,,608.62,-104.76,,04-28
268,600648,外高桥,0.48,-25.0,,6.03,,53941.71,-22.72,10派1.5,04-28
269,600807,天业股份,0.15,7.14,,13.76,,11213.71,56.79,,04-28
270,600594,益佰制药,0.24,-80.35,,5.45,,18938.12,-60.42,10派0.2,04-28
271,601933,永辉超市,0.16,-38.46,,5.65,,60532.83,-28.92,10派1.5转10,04-28
272,600615,丰华股份,0.02,-72.86,,0.72,,356.33,-72.92,,04-28
273,600629,华建集团,0.42,3116.15,,22.44,,14664.29,3231.19,,04-28
274,000935,四川双马,-0.16,-420.0,,-4.21,,-11372.5,-445.21,,04-28
275,000672,上峰水泥,0.08,-82.61,,3.51,,6118.04,-83.49,10派0.3,04-28
276,600346,*ST橡塑,-0.36,-46.27,,-45.01,,-24310.17,27.14,,04-28
277,002225,濮耐股份,0.1,-50.0,,3.38,,8463.65,-47.79,10派0.3,04-28
278,000876,新希望,1.06,-2.75,,11.98,,221104.77,9.47,10派5.5转10,04-28
279,600207,安彩高科,0.03,-106.9,,2.37,,1859.99,-106.89,,04-28
280,603589,口子窖,1.06,35.9,,20.55,,60539.69,43.41,10派3.5,04-28
281,601009,南京银行,2.21,16.93,14.01,17.59,25.58,700057.6,24.82,10派4转8,04-28
282,000820,金城股份,0.04,298.0,,4.87,,1145.52,412.29,,04-28
283,600789,鲁抗医药,0.01,-104.55,,0.49,,789.72,-106.31,,04-28
284,300029,天龙光电,-1.79,-1316.08,,-74.71,,-35849.64,-1316.35,,04-28
285,000622,*ST恒立,-0.11,22.22,,-26.45,,-4681.57,28.08,,04-28
286,300199,翰宇药业,0.34,-20.93,,12.73,,30534.2,77.98,10派0.25,04-28
287,600167,联美控股,0.84,8.49,,16.39,,17660.29,8.48,,04-28
288,000982,中银绒业,-0.48,-1060.0,,-23.09,,-87435.72,-1103.48,,04-28
289,000825,太钢不锈,-0.65,-935.9,,-16.05,,-371139.76,-939.76,,04-28
290,600388,龙净环保,0.52,-51.85,,16.75,,56014.87,20.87,,04-28
291,000930,中粮生化,-1.47,-4072.97,,-65.73,,-141803.68,-4124.88,,04-28
292,600108,亚盛集团,0.06,-40.32,,2.6,,12308.68,-40.29,,04-28
293,000692,惠天热电,0.14,42.03,,5.64,,7456.56,79.43,,04-28
294,600881,亚泰集团,-0.08,-180.0,,-1.9,,-18959.11,-203.27,,04-28
295,600803,新奥股份,0.82,0.0,,17.82,,80565.01,-0.47,10派1,04-28
296,600421,仰帆控股,0.0,-90.0,,3.37,,18.69,-91.38,,04-28
297,600750,江中药业,1.22,40.23,,16.56,,36701.21,38.57,10派4,04-28
298,000607,华媒控股,0.28,-22.22,,20.2,,28350.96,50.27,,04-28
299,600527,江南高纤,-0.02,-150.0,,-1.09,,-1869.71,-161.98,10派0.9,04-28
300,600388,龙净环保,0.52,-51.85,,16.75,,56014.87,20.87,,04-28
301,000930,中粮生化,-1.47,-4072.97,,-65.73,,-141803.68,-4124.88,,04-28
302,600108,亚盛集团,0.06,-40.32,,2.6,,12308.68,-40.29,,04-28
303,000692,惠天热电,0.14,42.03,,5.64,,7456.56,79.43,,04-28
304,600854,春兰股份,0.02,0.94,,0.58,,1119.13,0.99,,04-28
305,603936,博敏电子,0.49,-14.29,,10.92,,6095.85,-11.94,10派0.5,04-28
306,600695,绿庭投资,0.07,-197.41,,9.1,,4826.24,-197.38,,04-28
307,600390,*ST金瑞,-0.89,1137.5,,-37.84,,-37038.73,1220.87,,04-28
308,603611,诺力股份,0.68,-50.36,,13.34,,10719.7,30.19,10派2.5,04-28
309,000607,华媒控股,0.28,-22.22,,20.2,,28350.96,50.27,,04-28
310,600527,江南高纤,-0.02,-150.0,,-1.09,,-1869.71,-161.98,10派0.9,04-28
311,600555,海航创新,0.02,-33.33,,1.63,,2799.17,-36.87,,04-28
312,600088,中视传媒,0.08,-49.69,,2.31,,2638.01,-49.95,,04-28
313,603616,韩建河山,0.16,-77.63,,3.23,,2090.32,-73.91,10派0.4275转10,04-28
314,600216,浙江医药,0.17,-5.56,,2.46,,16180.13,-4.68,10派0.5,04-28
315,002798,帝王洁具,0.82,18.84,5.98,14.76,0.96,5342.19,19.9,,04-28
316,600157,永泰能源,0.06,-49.13,,3.27,,60301.57,48.8,,04-28
317,600097,开创国际,-0.55,-205.77,,-13.02,,-11080.98,-204.38,,04-28
