,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
49,603528,多伦科技,1.69,86.44,,73.23,1.76,26250.53,86.44,,04-13
50,002795,永和智控,0.87,26.09,,31.63,1.37,6501.79,25.09,,04-12
51,300509,新美星,0.74,10.45,4.38,18.38,0.08,4421.05,9.42,,04-12
52,603029,天鹅股份,0.69,-1.43,,11.0,0.68,4802.73,-2.06,,04-07
53,603726,朗迪集团,0.96,24.68,,19.48,0.66,6791.41,24.5,,03-31
54,300508,维宏股份,1.37,37.0,3.4,43.65,1.2,6146.02,36.01,,03-30
55,300507,苏奥传感,1.38,35.29,5.27,29.74,1.04,6899.11,35.31,,03-29
56,603701,德宏股份,0.86,16.22,,21.5,0.83,5071.78,15.98,,03-28
57,002793,东音股份,0.85,39.34,4.21,22.56,0.56,6395.94,39.15,,03-28
58,603868,飞科电器,0.95,28.38,,53.35,1.38,37072.33,27.58,,03-28
59,603798,康普顿,0.89,12.66,,26.01,1.52,6672.82,12.11,,03-15
60,300474,景嘉微,0.82,28.13,3.05,31.14,0.34,8218.49,28.24,,03-14
61,603028,赛福天,0.27,0.0,2.44,11.74,0.29,4475.44,0.01,,03-11
62,002791,坚朗五金,1.27,-5.93,,20.41,0.2,21528.71,-5.97,,03-10
63,300484,蓝海华腾,1.3,-14.47,4.88,30.48,1.01,5068.83,-14.55,,03-09
64,002792,通宇通讯,2.95,417.54,7.06,50.93,2.35,35411.98,419.52,,03-09
65,300506,名家汇,0.53,,2.5,23.68,-0.46,4766.02,3.61,,03-07
66,603861,白云电器,0.37,0.81,3.4,11.46,0.29,13434.33,0.79,,03-02
67,300505,川金诺,0.58,-30.12,4.53,13.42,0.62,4077.39,-29.49,,02-25
68,601020,华钰矿业,0.44,62.96,,23.81,0.74,20410.16,61.7,,02-25
69,002789,建艺集团,1.44,-0.69,8.34,18.81,-1.75,8739.31,-1.18,,02-23
70,603919,金徽酒,0.59,13.46,,21.19,1.1,12471.41,15.0,,02-22
71,300503,昊志机电,0.53,-47.52,5.48,9.88,0.11,4010.95,-47.25,,02-19
72,300502,新易盛,1.59,16.91,7.41,24.0,0.98,9239.85,16.43,,02-19
73,603520,司太立,0.75,5.63,4.68,17.28,1.6,6770.42,6.36,,02-18
74,603027,千禾味业,0.44,-24.83,3.34,13.9,0.83,5297.03,-24.83,,02-17
75,002790,瑞尔特,1.16,3.57,4.03,32.79,0.91,13954.73,3.97,,02-17
76,300501,海顺新材,1.36,22.52,5.76,26.27,1.57,5422.41,21.94,,01-22
77,603608,天创时尚,0.57,14.0,,16.57,1.13,12011.23,15.43,,01-22
78,002788,鹭燕医药,1.14,0.88,6.68,17.97,1.85,10932.75,0.96,,01-21
79,300500,苏州设计,1.26,-4.55,6.88,19.53,1.05,5655.22,-4.92,,01-21
80,300499,高澜股份,0.95,13.1,5.45,19.16,1.42,4764.93,13.98,,01-20
81,603377,东方时尚,0.88,22.22,1.7,60.32,1.41,32628.28,22.5,,01-20
82,601900,南方传媒,0.48,20.0,,17.58,0.8,30876.38,20.05,,01-20
83,001979,招商蛇口,,,,,,320457.65,,,12-28
84,601155,新城控股,,,,,,116720.67,-0.61,,10-30
85,300497,富祥股份,0.99,19.28,5.25,20.84,0.58,5344.12,18.57,,07-02
86,300491,通合科技,0.62,1.64,3.01,21.96,0.46,3725.1,2.44,,06-26
87,002787,华源包装,0.69,4.55,4.48,16.64,1.32,7272.27,4.89,,06-26
88,002786,银宝山新,0.64,-31.91,6.2,10.82,1.17,6114.38,-31.72,,06-26
89,603508,思维列控,1.99,56.69,6.41,36.68,1.47,23845.56,55.94,,06-26
90,603299,井神股份,0.21,-27.59,3.48,6.13,0.9,9925.18,-26.34,,06-26
91,300494,盛天网络,1.17,-17.02,3.11,40.51,1.08,10562.03,-16.65,,06-26
92,603778,乾景园林,1.35,7.14,7.41,20.12,-0.85,8129.24,7.54,,06-25
93,300493,润欣科技,0.43,-2.27,2.83,15.59,-0.05,3831.23,-3.92,,06-25
94,603999,读者传媒,0.78,-14.29,5.44,15.24,0.66,14119.72,-13.85,,06-25
95,002781,奇信股份,0.83,18.57,4.8,18.84,-0.65,14894.65,17.51,,06-25
96,603696,安记食品,0.63,6.78,3.9,17.52,0.82,5656.89,7.36,,06-25
97,300492,山鼎设计,0.41,-39.71,2.49,17.34,-0.3,2561.36,-39.46,,06-25
98,603996,中新科技,0.68,-8.11,5.1,14.38,-0.2,10264.34,-7.69,,06-25
99,002780,三夫户外,0.56,-13.85,3.95,14.44,0.35,2785.1,-14.53,,06-25
100,603398,邦宝益智,0.82,9.33,2.68,28.43,1.0,5879.49,9.43,,06-25
101,300490,华自科技,0.59,7.27,4.24,14.78,1.16,4408.5,6.13,,06-25
102,603936,博敏电子,0.57,-2.74,4.21,14.03,1.34,6922.16,-2.68,,06-25
103,002779,中坚科技,0.86,22.86,4.89,19.38,0.84,5703.39,24.11,,06-25
104,002785,万里石,0.14,-44.0,3.47,3.98,-0.02,2029.78,-46.25,,06-25
105,603866,桃李面包,0.67,6.35,2.56,28.19,0.79,27295.45,7.21,,06-25
106,300496,中科创达,1.5,16.52,4.53,38.72,0.94,11265.75,16.53,,06-25
107,002778,高科石化,0.52,10.64,5.49,10.03,0.45,3503.08,12.46,,06-25
108,002783,凯龙股份,1.71,-11.86,11.01,16.46,1.85,10715.3,-11.89,,06-25
109,603800,道森股份,0.69,76.84,3.17,24.15,0.82,10767.77,76.85,,06-25
110,300495,美尚生态,2.15,6.22,8.39,29.43,0.02,10756.31,6.21,,06-25
111,002777,久远银海,0.93,3.33,3.89,22.69,1.48,5576.86,3.09,,06-25
112,002782,可立克,0.46,10.33,3.45,14.06,0.56,5855.32,10.33,,06-25
113,603838,四通股份,0.5,4.17,3.61,14.62,0.89,4980.83,4.55,,06-10
114,300481,濮阳惠成,0.53,-32.91,3.82,14.77,0.38,3182.12,-33.22,,06-10
115,300488,恒锋工具,1.36,15.25,6.49,22.2,1.44,6803.12,14.91,,06-10
116,002776,柏堡龙,1.37,5.38,5.15,30.58,1.82,10738.07,5.39,,06-10
117,603589,口子窖,0.78,5.41,,20.07,0.19,42213.96,6.02,,06-10
118,300480,光力科技,0.49,-37.97,4.22,12.34,0.69,3411.25,-37.51,,06-10
119,300487,蓝晓科技,1.0,-2.91,6.41,16.57,0.44,5970.35,-3.75,,06-10
120,300482,万孚生物,1.49,67.42,4.75,33.84,1.58,9836.4,66.71,,06-10
121,603223,恒通股份,0.54,-10.0,3.65,14.78,1.16,4892.02,-9.71,,06-10
122,002775,文科园林,1.0,-7.41,6.0,18.12,-0.77,9015.39,-7.66,,06-10
123,300486,东杰智能,0.52,1.96,3.64,15.32,0.07,5410.5,1.77,,06-10
124,300489,中飞股份,1.06,6.47,7.06,16.2,1.12,3601.16,6.47,,06-10
125,603117,万林股份,0.32,-5.88,2.78,12.07,0.55,11109.03,-7.4,,06-10
126,002773,康弘药业,0.68,-13.38,3.98,18.51,0.73,27348.17,-13.38,,06-10
127,002768,国恩股份,1.05,22.09,5.35,21.68,0.4,6280.72,21.05,,06-10
128,603116,红蜻蜓,0.94,27.03,4.78,21.1,1.74,32763.08,27.19,,06-10
129,002770,科迪乳业,0.46,21.05,,16.69,0.3,9446.31,22.81,,06-10
130,300485,赛升药业,2.25,25.7,7.18,36.15,2.38,20257.15,25.99,,06-10
131,603085,天成自控,0.43,34.38,2.92,15.9,0.48,3225.24,33.78,,06-10
132,002772,众兴菌业,0.81,65.31,4.44,20.08,1.53,9088.05,65.99,,06-10
133,603979,金诚信,1.01,-26.81,6.43,17.04,0.27,28384.43,-26.37,,06-10
134,002769,普路通,1.94,110.87,7.24,29.1,0.64,10774.33,111.37,,06-10
135,300483,沃施股份,0.72,-7.69,5.04,14.49,0.46,3320.98,-7.33,,06-10
136,601211,国泰君安,1.11,136.17,6.89,18.04,8.1,675791.25,134.73,,06-10
137,002771,真视通,0.78,-21.21,4.49,18.59,1.12,4672.02,-21.33,,06-10
138,300471,厚普股份,3.18,19.97,10.26,35.84,2.41,17959.45,20.0,,05-26
139,002767,先锋电子,0.89,3.49,3.9,24.19,0.64,6662.43,3.04,,05-26
140,601968,宝钢包装,0.21,5.0,,9.82,,12862.33,0.79,,05-25
141,300472,新元科技,0.69,2.99,3.88,19.38,0.51,3453.55,3.59,,05-25
142,002761,多喜爱,0.5,-25.37,4.55,11.67,1.08,4520.49,-25.17,,05-25
143,300475,聚隆科技,1.05,40.0,3.9,30.91,0.94,15806.5,40.41,,05-25
144,601368,绿城水务,0.4,16.79,2.57,16.53,0.88,23504.36,16.79,,05-25
145,300464,星徽精密,0.65,-5.8,4.17,15.87,0.91,4048.8,-5.49,,05-25
146,002760,凤形股份,0.56,-13.85,5.98,9.88,1.04,3715.89,-12.99,,05-25
147,300470,日机密封,2.22,10.45,8.48,29.17,0.96,8890.85,10.76,10派4.5,05-25
148,002766,索菱股份,0.47,4.44,4.28,11.65,0.45,6450.61,3.6,,05-25
149,603616,韩建河山,0.73,3.13,4.16,19.17,0.15,8010.81,3.13,,05-25
150,300479,神思电子,0.7,9.38,3.22,23.7,0.69,4225.25,9.87,,05-25
151,300469,信息发展,0.71,6.66,3.18,24.93,0.19,3533.93,6.78,,05-25
152,002765,蓝黛传动,0.52,48.57,3.68,16.36,-0.08,8142.83,50.98,,05-25
153,603066,音飞储存,0.82,21.33,5.3,16.73,0.8,6139.04,21.31,,05-25
154,300478,杭州高新,0.92,6.98,4.86,20.81,0.26,4615.11,7.17,,05-25
155,002763,汇洁股份,0.82,22.39,4.44,20.03,1.16,13279.76,22.08,,05-25
156,300477,合纵科技,0.92,-1.08,5.08,19.4,0.23,7528.52,-1.68,10派2,05-25
157,601985,中国核电,0.23,-3.83,,11.61,0.82,247174.2,-0.17,,05-25
158,300473,德尔股份,1.8,2.76,9.69,19.53,1.85,13469.48,2.76,,05-25
159,002762,金发拉比,1.85,8.19,,27.37,2.18,9431.67,7.95,10转7.5派2.5,05-25
160,300476,胜宏科技,0.94,17.5,5.33,18.46,1.85,10315.78,16.52,,05-25
161,603568,伟明环保,0.55,30.95,2.4,25.53,0.98,22261.21,30.21,,05-11
162,603918,金桥信息,0.58,3.57,4.02,15.31,1.03,3810.59,2.43,,05-11
163,300463,迈克生物,1.52,16.92,5.33,32.55,0.78,22621.09,17.11,,05-11
164,603300,华铁科技,0.56,12.0,4.1,14.7,0.78,8539.37,12.8,,05-11
165,603901,永创智能,0.99,4.21,5.35,20.2,0.75,7418.59,3.77,,05-11
166,300462,华铭智能,1.0,5.26,4.82,21.95,0.72,5182.33,5.43,,05-11
167,603198,迎驾贡酒,0.68,15.25,3.55,20.7,0.59,48655.65,15.23,,05-11
168,300468,四方精创,1.12,1.82,4.39,27.85,1.04,8428.38,2.55,,05-11
169,603885,吉祥航空,0.86,26.47,4.01,23.71,1.73,42768.57,26.3,,05-11
170,002759,天际股份,0.81,3.85,3.78,23.31,1.04,5797.14,3.0,10派1.1,05-11
171,603108,润达医疗,1.07,10.63,6.74,17.11,0.51,7516.21,10.63,,05-11
172,300467,迅游科技,2.01,31.37,3.57,60.05,2.09,6017.52,31.22,,05-11
173,603669,灵康药业,0.77,30.51,1.92,35.18,0.93,14985.82,30.54,,05-11
174,002758,华通医药,1.09,0.93,6.65,17.7,1.86,4590.48,1.09,,05-11
175,603026,石大胜华,0.28,-56.92,6.51,4.42,2.75,4253.21,-57.17,,05-11
176,300466,赛摩电气,0.6,-15.49,4.39,14.55,0.12,3621.07,-15.42,,05-11
177,603598,引力传媒,0.5,-20.63,3.18,17.16,0.71,5021.81,-20.9,,05-11
178,002757,南兴装备,0.77,26.73,4.23,20.1,1.36,6341.46,26.74,,05-11
179,603023,威帝股份,1.41,19.49,2.67,41.09,1.28,8450.33,19.16,,05-11
180,300465,高伟达,0.66,24.53,3.55,19.49,0.4,6608.09,24.13,,05-11
181,000972,中基健康,0.01,-103.08,,6.81,,1126.99,-103.08,,05-04
182,600851,海欣股份,0.24,344.65,,6.99,,29093.29,344.9,10派1,04-30
183,600356,恒丰纸业,0.32,6.67,,5.09,,7957.44,7.97,10派0.95,04-30
184,600648,外高桥,0.64,18.52,,9.84,,69798.1,28.18,10派1.9,04-30
185,600730,中国高科,0.53,60.61,,12.18,,15582.5,62.01,,04-30
186,000809,铁岭新城,0.05,-96.12,,0.83,,2877.18,-95.94,10送5派1,04-30
187,300094,国联水产,0.64,297.52,,13.59,0.03,22501.02,298.34,,04-30
188,600979,广安爱众,-0.17,-251.03,,-8.27,,-12157.39,-253.29,,04-30
189,600781,辅仁药业,0.07,-36.36,,4.27,,1212.38,-38.24,,04-30
190,601933,永辉超市,0.26,-43.48,,13.92,,85156.04,18.18,10派1.5,04-30
191,600626,申达股份,0.21,-23.32,,6.74,,14762.23,-23.31,10派1,04-30
192,600246,万通地产,0.04,-88.14,,1.22,,4508.99,-88.16,,04-30
193,000673,当代东方,-0.0,-124.77,,-5.05,,-55.62,-124.57,,04-30
194,000876,新希望,1.09,0.0,,13.68,,201976.77,6.39,10派2.5,04-30
195,000723,美锦能源,0.03,-76.92,,2.08,,948.56,-74.27,10派0.05,04-30
196,000659,珠海中富,0.03,-103.49,,3.82,,4182.21,-103.77,,04-30
197,600302,标准股份,-0.28,-966.87,,-8.44,,-9777.63,-965.74,,04-30
198,600749,西藏旅游,-0.18,-528.33,,-5.21,,-3345.62,-528.5,,04-30
199,000089,深圳机场,0.16,-46.68,,3.44,,26799.6,-46.65,10派0.28,04-30
200,002015,霞客环保,-4.32,196.5,,,,-103684.33,196.61,,04-30
201,600817,*ST宏盛,-0.1,-600.0,,-14.34,,-1637.22,-760.94,,04-30
202,600242,中昌海运,-1.21,303.33,,-321.33,,-33030.18,306.53,,04-30
203,600586,金晶科技,-0.14,-300.0,,-4.96,,-20002.49,-300.29,,04-30
204,000004,国农科技,0.05,-506.5,,4.85,,380.14,-467.86,,04-30
205,000622,*ST恒立,-0.09,-550.0,,-16.72,,-3655.29,-460.88,,04-30
206,600793,ST宜纸,0.08,15.09,,22.56,,834.87,15.1,,04-30
207,000599,青岛双星,0.11,120.0,,3.51,,5817.57,110.23,10派0.1,04-30
208,000899,赣能股份,0.6,-11.98,,20.05,,38781.88,-12.03,10派1,04-30
209,000033,*ST新都,-1.36,-12974.53,,-954.25,,-44953.29,-12994.61,,04-30
210,600567,山鹰纸业,0.03,-66.67,,1.85,,10994.84,-47.11,10派0.1,04-30
211,600072,钢构工程,0.02,-105.77,,0.91,,1032.95,-105.66,10派0.1,04-30
212,002070,众和股份,0.02,-68.33,,1.09,,1334.37,-68.3,,04-30
213,600345,长江通信,0.22,-155.0,,3.86,,4407.47,-155.91,10派1,04-30
214,600575,皖江物流,-1.04,-1045.45,,-63.0,,-273845.0,-1132.3,,04-30
215,000918,嘉凯城,0.02,-34.38,,0.88,,3809.09,-33.36,,04-30
216,600421,仰帆控股,0.01,-85.71,,49.63,,216.97,-84.27,,04-30
217,600408,安泰集团,-0.68,183.33,,-36.82,,-68031.48,179.98,,04-30
218,600234,*ST山水,-0.05,-129.41,,-20.4,,-1091.4,-132.52,,04-30
219,000007,全新好,-0.13,-229.79,,-8.61,,-3019.39,-229.77,,04-30
220,600900,长江电力,0.72,30.43,,14.47,,1182998.57,30.42,10派3.791,04-30
221,600783,鲁信创投,0.41,41.38,,9.51,,30163.38,37.78,10派1.5,04-30
222,600360,华微电子,0.05,-21.08,,1.83,,3566.53,-18.9,10派0.2,04-30
223,000166,申万宏源,0.51,96.15,3.21,17.2,3.23,342767.75,98.42,,04-30
224,600071,凤凰光学,-0.42,257.02,,-18.57,,-10080.99,257.1,,04-30
225,600097,开创国际,0.52,1.96,,12.04,,10615.95,2.96,10派1.6,04-30
226,600975,新五丰,-0.21,-450.0,,-9.17,,-4896.33,-459.19,,04-30
227,600338,西藏珠峰,0.05,-59.06,,26.31,,854.9,-59.06,,04-30
228,002228,合兴包装,0.36,33.33,,12.39,,12555.9,32.65,10派1,04-30
229,601989,中国重工,0.13,-35.0,,4.1,,227617.22,-22.46,10派0.38,04-30
230,600139,西部资源,0.02,-128.4,1.96,1.24,,1602.63,-128.43,,04-30
231,000155,*ST川化,-3.33,146.67,,,,-156681.98,147.4,,04-30
232,600186,莲花健康,0.02,-107.33,,4.05,,2386.95,-107.32,,04-30
233,600485,信威集团,0.67,529.16,,28.93,,181238.65,12142.6,10派0.06,04-30
234,600020,中原高速,0.4,125.63,,12.11,,89034.07,125.63,10派1.2,04-30
235,600870,厦华电子,-0.44,-57.06,,-213.58,,-23069.2,-57.06,,04-30
236,000760,斯太尔,0.02,100.0,,0.61,,984.69,188.7,10转4,04-30
237,600466,蓝光发展,0.03,-44.05,,2.13,,1258.12,-44.15,10派0.1,04-30
238,601001,大同煤业,0.09,-110.71,,2.01,,14899.39,-110.64,10派0.27,04-30
239,000511,*ST烯碳,-0.23,-483.33,,-17.59,,-27135.79,-509.72,,04-30
240,600091,ST明科,-0.48,45.45,,-43.89,,-16145.92,46.32,,04-30
241,600466,蓝光发展,0.03,-44.05,,2.13,,1258.12,-44.15,10派0.1,04-30
242,601001,大同煤业,0.09,-110.71,,2.01,,14899.39,-110.64,,04-30
243,601616,广电电气,0.04,-28.89,,1.51,,3876.56,-28.98,,04-30
244,000061,农产品,0.05,-25.38,,1.73,,8437.7,-24.18,,04-30
245,000668,荣丰控股,-0.31,-3200.0,,-7.13,,-4608.53,-2706.36,,04-30
246,000426,兴业矿业,0.27,88.13,,5.81,,16180.74,133.13,,04-30
247,600501,航天晨光,0.22,120.0,,6.98,,8530.51,123.58,10派0.7,04-30
248,600128,弘业股份,0.29,2.58,,4.86,,7055.72,2.59,10派1,04-30
249,000403,ST生化,0.45,73.08,,33.88,,12251.66,74.33,,04-30
250,600811,东方集团,0.63,0.1,,11.21,,104212.24,0.1,10派0.3,04-30
251,600747,大连控股,0.01,-75.0,,1.11,,1375.76,-68.73,,04-30
252,000096,广聚能源,0.08,-38.46,,2.27,,4200.88,-37.56,,04-30
253,600613,神奇制药,0.4,37.93,,9.61,,18017.01,61.53,10转2派0.65,04-30
254,600895,张江高科,0.28,16.67,,6.2,,43597.67,17.04,,04-30
255,600753,东方银星,0.0,-200.0,,0.35,,35.71,-181.77,,04-30
256,600500,中化国际,0.41,0.0,,7.15,,84629.02,39.07,10派1.3,04-30
257,002022,科华生物,0.59,1.26,,24.74,,29197.39,1.26,10派2,04-30
258,600562,国睿科技,0.57,-22.97,,17.66,,14587.44,54.29,10派1.71,04-30
259,002211,宏达新材,0.03,-101.48,,1.52,,1244.06,-101.42,,04-30
260,600146,商赢环球,0.07,-114.35,,9.09,,1320.1,-114.35,,04-30
261,600247,ST成城,-1.03,151.1,,-156.35,,-34635.57,151.01,,04-30
262,601901,方正证券,0.26,45.45,3.69,8.65,1.63,179609.78,62.45,,04-30
263,000691,ST亚太,-0.06,-900.0,,-13.53,,-2094.55,-897.54,,04-30
264,000590,启迪古汉,-0.38,-47.84,,-37.82,,-8577.05,-47.84,,04-30
265,600177,雅戈尔,1.42,132.79,,20.89,,316241.87,132.6,10派5,04-30
266,603729,龙韵股份,1.57,-5.42,,15.56,,7834.17,-5.85,,04-30
267,002244,滨江集团,0.61,-41.35,,10.91,,82904.47,-41.21,10送6派0.61转4,04-29
268,002552,宝鼎科技,0.05,-37.5,,1.77,,1425.33,17.36,10派0.2,04-29
269,002219,恒康医疗,0.42,7.63,,28.78,,25733.29,51.53,,04-29
270,002157,正邦科技,0.08,-214.29,,2.88,,4110.96,-237.31,10派0.2,04-29
271,002297,博云新材,0.01,-109.1,,0.46,,521.28,-114.77,,04-29
272,002292,奥飞娱乐,0.68,78.95,,20.41,,42801.29,85.42,10派0.8转10,04-29
273,002204,大连重工,0.02,-94.44,,0.34,,2198.06,-93.62,10派0.21,04-29
274,300498,温氏股份,,,,,,266397.85,380.48,,04-29
275,002608,*ST舜船,-4.82,-960.71,,-159.97,,-180790.05,-1563.31,,04-29
276,002346,柘中股份,0.19,533.33,,6.06,,8441.51,2026.94,10派0.5,04-29
277,600148,长春一东,0.27,30.69,,10.89,,3851.35,30.72,10派0.816,04-29
278,600594,益佰制药,1.22,2.27,,15.23,,47843.92,11.48,10派1.2转10,04-29
279,002251,步步高,0.58,-20.46,,10.44,,34529.54,-16.89,10送1派2,04-29
280,000820,金城股份,0.01,-83.33,,1.01,,223.61,-85.96,,04-29
281,002306,中科云网,-0.85,19.72,,,,-68374.05,21.15,,04-29
282,002177,御银股份,0.17,6.12,,8.53,,13200.78,6.13,10派0.33,04-29
283,002638,勤上光电,0.03,-89.29,,0.55,,1228.78,-88.18,,04-29
284,000630,铜陵有色,0.19,-52.5,,2.22,,30066.08,-47.49,10派0.5转10,04-29
285,002065,东华软件,0.7,-37.2,,20.74,,103865.4,34.74,10派1.5,04-29
286,002254,泰和新材,0.3,76.47,,8.42,,15121.82,79.42,10派0.6转2,04-29
287,600638,新黄浦,0.3,-25.8,,4.99,,16970.94,-25.67,10派1,04-29
288,000917,电广传媒,0.23,-52.08,,3.45,,33254.03,-31.25,10派0.6,04-29
289,000415,渤海金控,0.55,-33.73,,10.65,,91319.6,-13.24,10派1转10,04-29
290,600257,大湖股份,0.0,-98.95,,0.21,,160.16,-98.96,,04-29
291,002200,云投生态,0.03,-72.73,,0.75,,460.55,-70.98,,04-29
292,600726,华电能源,0.07,872.22,,4.82,,14710.3,932.2,,04-29
293,000909,数源科技,0.12,9.09,,4.99,,3512.01,7.84,10派1,04-29
294,000979,中弘股份,0.15,36.36,,11.54,,29138.49,33.26,10派0.11转6,04-29
295,601003,柳钢股份,0.07,-22.22,,2.98,,16872.58,-22.14,10派0.3,04-29
296,002347,泰尔重工,0.04,-50.0,,0.79,,841.67,-42.06,10派0.3,04-29
297,002046,轴研科技,0.06,-57.14,,1.5,,1757.27,-53.86,10派0.1,04-29
298,002577,雷柏科技,0.13,8.33,,2.61,,3650.38,9.52,,04-29
299,600331,宏达股份,-0.25,-1067.19,2.09,-18.12,,-33811.78,-1378.35,,04-29
300,002577,雷柏科技,0.13,8.33,,2.61,,3650.38,9.52,,04-29
301,600331,宏达股份,-0.25,-1067.19,2.09,-18.12,,-33811.78,-1378.35,,04-29
302,600479,千金药业,0.34,-15.07,,9.64,,10509.29,-15.09,,04-29
303,000679,大连友谊,0.16,-64.76,,3.8,,5645.69,-64.76,10派0.5,04-29
304,000629,*ST钒钛,-0.44,-787.79,,-29.56,,-377542.74,-787.61,,04-29
305,000560,昆百大A,0.42,-7.01,,6.1,,7106.27,-5.25,10派0.3,04-29
306,600225,天津松江,0.02,-104.35,,1.42,,1332.44,-104.61,,04-29
307,600881,亚泰集团,0.1,-9.09,,2.29,,18359.17,-15.63,,04-29
308,000030,富奥股份,0.48,9.09,,15.55,,62637.53,15.35,10派1,04-29
309,002358,森源电气,0.66,-8.33,,15.72,,26308.99,1.26,10派2.3转10,04-29
310,000408,*ST金源,-0.22,-355.54,,-33.84,,-5524.68,-355.64,,04-29
311,601199,江南水务,0.76,22.58,,9.29,,17728.99,21.76,,04-29
312,002111,威海广泰,0.36,20.0,,9.18,,11111.73,18.71,10派0.8,04-29
313,002565,上海绿新,-0.07,-110.45,,-2.82,,-5105.45,-122.27,,04-29
314,600760,*ST黑豹,-0.41,-920.0,,-20.9,,-14176.15,-901.78,,04-29
