,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
23,002801,微光股份,1.39,13.93,,25.15,1.39,6139.32,14.29,,06-07
24,603958,哈森股份,0.87,8.75,,33.43,0.72,14173.65,9.15,,06-07
25,300519,新光药业,1.21,27.37,3.37,42.93,0.96,7246.9,27.5,,06-06
26,300517,海波重科,0.47,9.3,3.11,15.85,-0.64,3582.18,7.85,,06-06
27,603909,合诚股份,0.63,10.58,2.74,25.83,0.22,4727.5,10.7,,06-06
28,300518,盛讯达,1.09,,4.37,28.42,1.55,7605.49,,,06-06
29,601127,小康股份,0.49,0.0,,20.64,0.14,36571.9,0.28,,05-23
30,300515,三德科技,0.62,22.28,2.17,29.58,0.7,4633.97,22.28,,05-20
31,002799,环球印务,0.48,-5.88,,15.94,0.73,3601.56,-5.24,,05-19
32,603131,上海沪工,0.67,17.54,3.57,20.82,0.84,5053.37,17.42,,05-18
33,002800,天顺股份,0.57,1.79,3.88,15.52,-0.58,3170.63,0.33,,05-17
34,603737,三棵树,1.33,27.88,5.4,27.61,2.02,10003.54,28.69,,05-16
35,601611,中国核建,0.29,26.09,,18.97,-0.37,60033.7,26.14,,05-16
36,300516,久之洋,0.87,,2.41,44.28,0.4,7869.44,,,05-16
37,300513,恒泰实达,0.76,9.96,4.09,20.55,-0.08,4349.68,14.84,,05-16
38,300512,中亚股份,0.86,17.81,3.38,29.34,1.52,8742.23,17.69,,04-29
39,002798,帝王洁具,0.81,-3.57,,17.76,0.97,5216.25,-4.24,,04-28
40,603339,四方冷链,0.64,12.28,3.17,22.37,1.15,9965.35,15.29,,04-27
41,603959,百利科技,0.51,-13.56,,29.26,0.3,8577.01,-14.17,,04-26
42,002797,第一创业,0.08,-27.27,,3.62,-0.99,16277.42,-22.5,,04-25
43,002796,世嘉科技,0.86,28.36,,27.84,1.04,5173.4,29.3,,04-25
44,603779,威龙股份,0.24,-57.89,3.02,8.14,0.86,3541.07,-58.33,,04-25
45,300510,金冠电气,0.66,4.76,3.47,21.66,0.72,4094.51,20.06,,04-18
46,603101,汇嘉时代,0.5,5.08,2.65,20.44,1.51,8967.77,5.09,,04-15
47,300511,雪榕生物,0.7,9.38,3.8,19.24,2.09,7866.21,8.75,,04-14
48,603822,嘉澳环保,0.58,-32.93,6.06,10.13,0.25,3214.31,-32.92,,04-14
49,603528,多伦科技,0.91,86.88,,54.41,1.47,14079.85,86.86,,04-13
50,002795,永和智控,0.69,21.05,,30.58,0.79,5197.74,21.1,,04-12
51,300509,新美星,0.67,4.69,3.64,20.39,1.5,4040.46,13.01,,04-12
52,603029,天鹅股份,0.7,1.45,,12.77,1.29,4903.79,1.87,,04-07
53,603726,朗迪集团,0.77,32.76,,18.98,-0.08,5455.1,33.52,,03-31
54,300508,维宏股份,1.0,31.58,2.72,44.3,0.81,4518.76,32.32,,03-30
55,300507,苏奥传感,1.02,25.93,,29.06,0.8,5098.78,25.32,,03-29
56,603868,飞科电器,0.74,34.55,,53.99,0.46,29058.15,49.11,,03-28
57,603701,德宏股份,0.74,19.35,,20.68,0.9,4372.88,19.29,,03-28
58,002793,东音股份,0.61,-15.28,3.35,20.11,0.86,4596.41,-14.35,,03-28
59,603798,康普顿,0.79,17.91,,25.91,0.85,5952.04,17.57,,03-15
60,300474,景嘉微,0.64,6.67,2.23,33.6,0.46,6408.9,6.08,,03-14
61,603028,赛福天,0.27,-3.57,2.17,13.29,0.34,4475.04,-4.95,,03-11
62,002791,坚朗五金,1.35,23.85,,27.49,0.93,22895.75,23.14,,03-10
63,300484,蓝海华腾,1.52,49.02,3.73,50.41,0.81,5932.08,48.91,,03-09
64,002792,通宇通讯,0.57,29.55,4.49,13.36,0.57,6816.28,28.31,,03-09
65,300506,名家汇,,,1.97,29.79,-0.3,4599.75,8.37,,03-07
66,603861,白云电器,0.37,-3.64,2.12,12.5,0.35,13328.66,-3.64,,03-02
67,300505,川金诺,0.83,10.67,4.25,21.25,0.95,5782.76,9.49,,02-25
68,601020,华钰矿业,0.27,-83.73,,16.24,0.38,12622.15,-61.98,,02-25
69,002789,建艺集团,1.45,23.93,6.92,23.55,-2.8,8843.87,33.69,,02-23
70,603919,金徽酒,0.52,-10.34,,21.5,0.59,10844.73,1.88,,02-22
71,300502,新易盛,1.36,20.35,5.82,26.53,0.46,7935.88,20.7,,02-19
72,300503,昊志机电,1.01,-27.34,5.14,21.36,0.4,7603.34,-27.16,,02-19
73,603520,司太立,0.71,77.5,4.23,18.03,0.83,6365.77,77.89,,02-18
74,603027,千禾味业,0.59,13.84,3.01,21.42,0.75,7046.92,13.85,,02-17
75,002790,瑞尔特,1.12,38.27,3.07,38.82,1.05,13422.33,37.45,,02-17
76,300501,海顺新材,1.11,30.59,4.86,25.47,0.71,4446.61,30.56,,01-22
77,603608,天创时尚,0.5,-12.28,,16.27,0.52,10405.44,-13.12,,01-22
78,300500,苏州设计,1.32,12.82,5.86,25.14,1.53,5947.55,13.14,,01-21
79,002788,鹭燕医药,1.13,20.21,5.76,21.66,-0.8,10828.31,19.63,,01-21
80,300499,高澜股份,0.84,,,20.5,0.6,4180.45,18.08,,01-20
81,603377,东方时尚,0.72,38.46,,62.95,3.46,26635.48,39.13,,01-20
82,601900,南方传媒,0.4,2.56,,16.02,0.61,25720.53,0.22,,01-20
83,601155,新城控股,,,,,,117432.86,21.38,,10-30
84,300497,富祥股份,0.83,6.41,4.25,21.76,1.06,4507.27,12.46,,07-02
85,300494,盛天网络,1.41,38.24,2.44,68.06,1.3,12671.91,38.72,,06-26
86,300491,通合科技,0.61,7.02,,27.38,0.44,3636.24,6.54,,06-26
87,002787,华源包装,0.66,20.0,3.8,18.94,0.03,6933.44,20.06,,06-26
88,002786,银宝山新,0.94,49.21,5.66,17.71,1.16,8955.38,48.23,,06-26
89,603508,思维列控,1.27,15.45,4.42,33.65,0.41,15291.39,15.88,,06-26
90,603299,井神股份,0.29,-14.71,,8.83,1.05,13473.43,-15.0,,06-26
91,002777,久远银海,0.9,20.0,3.63,25.65,1.21,5409.58,20.22,,06-25
92,002782,可立克,0.42,-21.31,3.08,14.23,0.24,5307.27,-21.32,,06-25
93,603778,乾景园林,1.26,21.15,6.06,23.22,2.33,7559.13,21.68,,06-25
94,300493,润欣科技,0.44,-8.33,2.63,17.82,0.86,3987.57,-8.57,,06-25
95,603999,读者传媒,0.91,12.35,,20.3,0.95,16389.82,12.45,,06-25
96,002781,奇信股份,0.7,4.48,3.98,19.42,0.04,12674.92,4.87,,06-25
97,603696,安记食品,0.59,-15.71,3.27,19.63,0.55,5269.19,-16.22,,06-25
98,300492,山鼎设计,0.68,19.3,2.33,31.21,0.87,4230.81,19.61,,06-25
99,603996,中新科技,0.74,-31.48,,18.33,1.56,11119.4,-31.19,,06-25
100,002780,三夫户外,0.65,16.07,,19.61,0.07,3258.55,17.28,,06-25
101,603398,邦宝益智,0.75,10.29,,32.29,0.9,5372.9,10.76,,06-25
102,300490,华自科技,0.55,0.0,3.75,15.86,0.59,4153.82,1.17,,06-25
103,603936,博敏电子,0.58,0.0,3.65,16.81,0.8,7112.51,-2.82,,06-25
104,002779,中坚科技,0.7,-2.78,,18.93,0.74,4595.58,-3.71,,06-25
105,002785,万里石,0.25,8.7,,7.9,0.25,3776.46,11.89,,06-25
106,603866,桃李面包,0.63,18.87,,31.96,2.12,25460.43,18.33,,06-25
107,300496,中科创达,1.29,79.82,3.39,45.8,1.62,9668.09,79.8,,06-25
108,002778,高科石化,0.47,-30.88,4.97,9.85,0.17,3114.89,-31.81,,06-25
109,002783,凯龙股份,1.94,15.48,,21.07,2.63,12161.22,15.44,,06-25
110,603800,道森股份,0.39,-18.18,2.57,16.15,0.45,6088.69,-18.17,,06-25
111,300495,美尚生态,2.03,43.38,6.23,38.72,0.57,10127.04,43.38,,06-25
112,002769,普路通,0.92,9.52,,16.82,0.9,5097.29,9.37,,06-10
113,300483,沃施股份,0.78,4.0,4.62,17.19,0.08,3583.59,8.97,,06-10
114,601211,国泰君安,0.47,9.3,5.58,8.69,-2.0,287896.93,15.62,,06-10
115,002771,真视通,0.99,1.02,3.92,27.85,0.55,5938.89,0.8,,06-10
116,603838,四通股份,0.48,9.09,3.27,15.73,0.57,4764.01,7.46,,06-10
117,300481,濮阳惠成,0.79,2.6,3.37,26.63,0.64,4764.92,3.61,,06-10
118,300488,恒锋工具,1.18,-12.59,5.67,23.31,1.16,5920.18,-12.41,,06-10
119,002776,柏堡龙,1.3,13.04,3.78,29.41,1.4,10188.75,12.79,,06-10
120,002776,柏堡龙,1.3,13.04,3.78,29.41,1.4,10188.75,12.79,,06-10
121,603589,口子窖,0.74,-11.9,,22.21,0.51,39816.7,-12.68,,06-10
122,300480,光力科技,0.79,23.44,3.83,23.06,0.61,5458.53,22.82,,06-10
123,300487,蓝晓科技,1.03,11.96,5.6,20.07,1.21,6203.21,11.81,,06-10
124,300482,万孚生物,0.89,56.14,3.66,27.83,1.53,5900.35,55.65,,06-10
125,603223,恒通股份,0.6,-1.64,,19.49,0.86,5417.86,-2.02,,06-10
126,002775,文科园林,1.08,11.34,5.1,23.69,-0.6,9763.34,11.97,,06-10
127,300486,东杰智能,0.51,6.25,3.21,17.29,0.13,5316.15,6.51,,06-10
128,300489,中飞股份,0.99,5.63,6.0,18.05,1.54,3382.35,5.63,,06-10
129,603117,万林股份,0.34,17.24,2.47,14.9,0.83,11996.35,18.33,,06-10
130,002773,康弘药业,0.79,55.71,3.81,25.74,0.93,31571.29,55.72,,06-10
131,002768,国恩股份,0.86,13.16,,22.33,0.23,5188.61,14.05,,06-10
132,603116,红蜻蜓,0.74,-12.94,,20.05,1.11,25758.79,-13.1,,06-10
133,002770,科迪乳业,0.38,-7.32,,15.74,0.45,7691.61,-8.44,,06-10
134,300485,赛升药业,1.79,21.77,5.49,38.02,2.19,16078.89,21.29,,06-10
135,603085,天成自控,0.32,-15.79,2.49,13.8,0.35,2410.83,-14.53,,06-10
136,002772,众兴菌业,0.49,-16.95,3.62,14.51,0.83,5475.04,-14.44,,06-10
137,300471,厚普股份,2.65,45.74,7.6,41.56,2.61,14965.94,45.7,,05-26
138,002767,先锋电子,0.86,6.17,3.54,26.69,0.65,6465.91,7.0,,05-26
139,601985,中国核电,0.24,-8.2,,12.86,0.85,247593.35,17.39,,05-25
140,300473,德尔股份,1.75,6.23,8.29,22.04,1.74,13107.79,6.23,,05-25
141,002762,金发拉比,1.71,26.67,,32.62,1.15,8737.19,26.59,,05-25
142,300476,胜宏科技,0.8,14.29,4.84,18.15,1.64,8853.14,14.24,,05-25
143,601968,宝钢包装,0.2,17.65,,9.18,,12761.02,18.93,,05-25
144,300472,新元科技,0.67,8.06,3.32,22.29,0.21,3333.73,7.18,,05-25
145,002761,多喜爱,0.67,-25.56,4.05,18.06,0.56,6041.29,-25.12,,05-25
146,300475,聚隆科技,0.75,17.19,2.99,28.19,-0.02,11257.03,17.16,,05-25
147,601368,绿城水务,0.34,12.81,2.24,16.26,0.71,20125.63,12.81,,05-25
148,300464,星徽精密,0.69,1.47,3.84,18.86,0.91,4283.81,1.62,,05-25
149,002760,凤形股份,0.65,-4.41,,12.7,0.54,4270.74,-5.27,,05-25
150,300470,日机密封,2.01,10.44,6.76,34.13,0.88,8026.78,10.18,,05-25
151,002766,索菱股份,0.45,-8.16,3.8,12.64,0.72,6226.48,-6.64,,05-25
152,603616,韩建河山,0.71,78.15,3.43,22.92,1.69,7767.89,78.14,,05-25
153,300479,神思电子,0.64,3.23,2.65,27.1,0.55,3845.82,3.73,,05-25
154,300469,信息发展,0.66,34.62,2.48,30.77,0.14,3309.51,34.52,,05-25
155,002765,蓝黛传动,0.35,-28.57,3.23,11.19,0.41,5393.28,-28.84,,05-25
156,603066,音飞储存,0.68,-6.51,4.48,16.27,0.47,5060.44,-6.52,,05-25
157,300478,杭州高新,0.86,13.16,4.09,23.39,0.21,4306.24,13.25,,05-25
158,002763,汇洁股份,0.67,8.06,3.82,18.88,1.63,10877.65,8.17,,05-25
159,300477,合纵科技,0.93,9.41,4.36,23.9,0.8,7657.01,10.12,10派2,05-25
160,603598,引力传媒,0.63,43.18,2.67,26.93,0.4,6349.08,43.32,,05-11
161,002757,南兴装备,0.61,21.46,,19.33,0.37,5003.6,21.46,,05-11
162,603023,威帝股份,1.18,15.69,3.76,31.18,0.85,7091.39,15.49,,05-11
163,300465,高伟达,0.53,0.0,2.89,20.26,-0.36,5323.64,1.08,,05-11
164,603568,伟明环保,0.42,44.83,1.93,23.14,0.95,17096.72,46.59,,05-11
165,603918,金桥信息,0.56,-21.13,,16.82,0.49,3720.26,-20.05,,05-11
166,300463,迈克生物,1.3,21.5,4.07,37.64,0.66,19315.59,22.09,,05-11
167,603300,华铁科技,0.5,6.38,3.54,14.15,0.89,7570.44,6.19,,05-11
168,603901,永创智能,0.95,6.74,,23.09,0.64,7149.38,7.55,,05-11
169,300462,华铭智能,0.95,-3.06,4.21,25.13,0.34,4915.42,-3.29,,05-11
170,603198,迎驾贡酒,0.59,-9.23,3.08,20.55,0.42,42224.8,-9.38,,05-11
171,300468,四方精创,1.1,1.85,3.77,31.58,0.95,8218.62,1.86,,05-11
172,603885,吉祥航空,0.68,47.83,,22.96,2.01,33863.8,47.53,,05-11
173,002759,天际股份,0.78,11.43,3.44,25.67,0.54,5628.05,12.33,,05-11
174,603108,润达医疗,0.96,15.55,5.73,18.29,0.45,6794.0,15.55,,05-11
175,300467,迅游科技,1.53,48.54,3.16,47.8,2.41,4585.91,48.37,,05-11
176,603669,灵康药业,0.59,20.41,1.8,39.1,0.82,11479.85,20.62,,05-11
177,002758,华通医药,1.08,6.93,6.0,19.58,1.54,4541.16,7.21,,05-11
178,603026,石大胜华,0.65,-17.72,6.15,11.29,2.89,9931.25,-16.86,,05-11
179,300466,赛摩电气,0.71,10.94,3.91,19.85,0.49,4281.27,11.89,,05-11
180,300461,田中精机,0.62,-29.55,3.69,17.83,0.45,3083.27,-30.01,,04-28
181,603989,艾华集团,1.07,59.7,4.82,26.36,1.4,16121.46,60.29,,04-27
182,603311,金海环境,0.25,13.64,1.59,16.04,0.13,3996.22,15.89,,04-27
183,300455,康拓红外,0.52,4.0,2.8,20.56,0.34,5495.15,5.18,,04-27
184,002755,东方新星,0.73,-7.59,4.05,19.58,-0.18,5552.1,-7.39,,04-24
185,300452,山河药辅,1.01,9.78,4.29,26.01,0.74,3502.04,8.88,,04-24
186,603355,莱克电气,0.88,-4.35,,28.23,0.9,31722.05,-4.09,,04-24
187,300459,金科娱乐,0.64,3.23,4.72,14.5,0.79,5118.48,3.49,,04-24
188,002753,永东股份,0.68,-15.98,,11.82,0.42,5014.34,-15.98,,04-24
189,300451,创业软件,0.9,4.65,6.01,16.13,0.92,4573.17,3.82,,04-24
190,603227,雪峰科技,0.39,-32.46,,11.39,0.66,9569.3,-31.74,,04-24
191,300458,全志科技,3.49,-26.68,8.11,52.15,3.58,41893.16,-26.65,,04-24
192,603968,醋化股份,0.82,-4.65,,13.93,1.49,6251.88,-4.89,,04-24
193,300450,先导智能,0.73,-13.65,4.78,16.63,0.85,3746.47,-13.65,,04-24
194,603022,新通联,0.86,1.53,,25.72,0.46,5178.79,1.58,,04-24
195,300457,赢合科技,0.86,33.7,3.46,28.44,1.01,5034.32,33.7,,04-24
196,603718,海利生物,0.57,5.56,2.38,26.21,0.7,11878.95,5.55,,04-24
197,300414,中光防雷,0.74,8.82,3.67,22.14,0.81,4660.7,9.07,,04-24
198,300456,耐威科技,0.88,12.17,3.43,29.61,0.22,5569.69,12.16,,04-24
199,603599,广信股份,1.11,-1.77,,13.97,0.82,15630.26,-1.95,,04-24
200,002756,永兴特钢,1.54,1.99,,17.01,1.22,23173.18,2.51,,04-24
201,300453,三鑫医疗,0.82,2.5,3.49,26.54,0.5,4864.27,1.98,,04-24
202,603566,普莱柯,1.36,25.93,,31.21,1.51,16286.21,26.04,,04-24
203,300460,惠伦晶体,0.42,5.0,2.47,18.41,0.57,5258.91,4.75,,04-24
204,002751,易尚展示,1.05,-7.08,4.46,25.95,1.18,5546.09,-6.56,,04-08
205,300446,乐凯新材,1.42,49.47,4.22,40.44,1.51,6524.06,48.68,,04-07
206,603703,盛洋科技,0.58,0.0,3.13,20.3,0.71,4011.94,0.18,,04-03
207,300436,广生堂,1.02,32.67,2.56,47.89,1.18,5726.22,32.68,,04-03
208,300437,清水源,0.63,9.33,4.13,16.17,0.55,3140.04,9.34,,04-03
209,300449,汉邦高科,0.99,10.0,4.97,22.17,0.4,5261.23,10.27,,04-03
210,600959,江苏有线,0.29,,,8.36,0.9,69085.83,17.3,,04-03
211,300447,全信股份,0.69,0.86,4.17,18.09,0.55,4206.67,0.86,,04-03
212,603567,珍宝岛,1.21,12.04,4.86,28.53,0.49,43690.41,12.13,,04-03
213,300424,航新科技,0.74,1.37,3.85,21.02,1.71,7354.26,0.76,,04-03
214,603883,老百姓,0.8,26.98,4.05,22.03,0.68,16072.07,28.54,,04-03
215,300448,浩云科技,0.87,27.94,3.3,29.74,0.64,5204.31,28.47,,04-03
216,300445,康斯特,,,4.78,22.46,1.16,3108.71,26.75,10派1.99,04-03
217,603318,派思股份,0.56,9.8,2.85,21.66,0.32,5015.79,9.93,,04-03
218,300404,博济医药,0.7,4.48,4.11,18.71,0.87,3516.37,5.59,,04-03
219,603818,曲美家居,0.63,28.57,3.12,22.13,1.02,11361.79,28.78,,04-03
220,300444,双杰电气,,,3.28,21.53,0.37,6727.06,19.16,10派2转2,04-03
221,300443,金雷风电,1.17,17.0,7.32,17.31,-0.03,5246.6,16.49,,04-03
222,603315,福鞍股份,0.71,14.52,4.63,16.06,1.58,5310.56,14.89,,04-03
223,002752,昇兴股份,0.32,6.67,2.36,14.65,0.72,11575.35,6.02,,04-03
224,603808,歌力思,1.14,11.76,4.87,25.71,1.31,13665.31,11.73,,04-03
225,300441,鲍斯股份,0.76,1.33,3.43,24.86,0.73,4799.0,1.27,,04-03
226,300442,普丽盛,1.17,21.88,5.44,24.04,1.34,8758.69,21.65,,04-03
227,603025,大豪科技,0.68,58.14,2.3,37.61,0.65,26871.57,59.02,,04-03
228,300434,金石东方,0.96,-13.51,3.92,27.3,0.78,4890.07,-14.0,,04-03
229,603789,星光农机,1.01,-13.88,3.23,33.56,0.15,15173.43,-13.89,,04-03
230,300440,运达科技,1.12,6.67,5.25,23.64,,9403.19,7.07,,04-03
231,300438,鹏辉能源,0.91,12.35,6.4,15.28,1.07,5719.23,11.62,,04-03
232,603021,山东华鹏,0.52,-5.45,,9.49,1.91,4139.52,-4.55,,04-03
233,300439,美康生物,1.22,12.96,6.12,40.7,2.0,10352.99,12.86,,04-03
234,603012,创力集团,1.04,-0.95,4.64,25.23,0.75,24803.37,-1.13,,03-04
235,002750,龙津药业,1.5,-25.09,,28.38,2.13,7505.59,-25.09,,03-04
236,002749,国光股份,2.13,11.09,5.66,43.23,2.17,12803.65,11.09,,03-04
237,603338,浙江鼎力,1.71,50.0,5.71,35.17,1.5,8359.86,50.2,,03-04
238,603199,九华旅游,0.76,1.33,,14.09,1.63,6284.27,1.18,,03-03
239,300429,强力新材,0.96,29.73,3.4,31.21,0.97,5726.39,30.04,,03-03
240,603729,龙韵股份,1.66,-3.49,,19.69,0.74,8321.35,-3.12,,03-03
241,300430,诚益通,1.07,8.08,5.69,20.71,0.35,4871.38,7.95,,03-03
242,603030,全筑股份,0.56,8.52,,21.51,-0.2,6695.64,8.51,,03-03
243,603199,九华旅游,0.76,1.33,,14.09,1.63,6284.27,1.18,,03-03
244,300429,强力新材,0.96,29.73,3.4,31.21,0.97,5726.39,30.04,,03-03
245,603020,爱普股份,1.25,29.68,6.37,21.6,1.21,15017.29,29.68,,03-03
246,601689,拓普集团,0.65,38.3,,26.8,0.63,33946.49,39.49,,03-03
247,300428,四通新材,0.73,7.35,3.87,20.97,0.47,4430.71,7.75,,03-03
248,603869,北部湾旅,0.3,7.14,2.65,11.81,0.51,4840.7,8.18,,03-03
249,600958,东方证券,0.24,71.43,3.68,6.65,-1.02,100742.19,65.29,,03-03
250,300374,恒通科技,0.84,1.2,,17.08,1.39,6136.23,1.71,,03-03
251,002748,世龙实业,1.07,19.28,5.36,21.88,0.87,9640.22,19.28,,03-03
252,603519,立霸股份,0.82,11.4,5.44,16.32,0.61,4926.38,11.46,,03-03
253,300433,蓝思科技,4.03,22.12,,48.98,5.81,244400.11,22.25,,03-03
254,300432,富临精工,1.04,63.57,6.07,41.31,1.86,9346.8,63.57,,03-03
255,002747,埃斯顿,0.6,25.0,2.9,22.7,0.28,5389.99,25.12,,03-03
256,603158,腾龙股份,0.87,26.09,3.47,28.57,0.55,6942.08,26.08,,03-03
257,300421,力星股份,0.59,-5.46,3.79,16.66,0.4,4977.48,-5.46,,02-02
258,603118,共进股份,0.75,-2.6,5.25,15.38,0.61,16886.1,-2.81,,02-02
259,300427,红相电力,0.8,3.9,4.22,20.44,0.37,5307.38,3.66,,02-02
260,603828,柯利达,1.08,50.0,4.26,28.94,0.32,9693.81,50.27,,02-02
261,002746,仙坛股份,0.4,-45.21,6.35,6.51,0.86,4761.61,-45.13,,02-02
262,300420,五洋科技,0.64,3.23,3.66,18.52,0.49,3834.97,3.43,,02-02
263,603015,弘讯科技,0.63,26.0,3.41,20.1,0.69,9438.75,25.02,,02-02
264,300426,唐德影视,1.06,12.77,4.34,27.9,-0.75,6389.86,13.02,,02-02
265,603618,杭电股份,0.6,-9.09,,14.25,0.32,9661.6,-7.97,,02-02
266,002745,木林森,1.08,170.0,2.59,49.47,2.14,43268.22,167.85,,02-02
267,300394,天孚通信,0.98,5.38,4.29,25.2,0.82,5790.65,4.8,,02-02
268,601198,东兴证券,0.33,30.47,3.02,11.71,-1.32,66849.4,30.3,,02-02
269,300425,环能科技,1.1,11.11,6.79,17.47,1.29,5931.74,10.76,,02-02
270,603969,银龙股份,0.81,125.0,,20.46,0.46,12186.57,124.92,,02-02
271,002743,富煌钢构,0.45,-23.73,,8.63,-2.36,4083.07,-24.35,,02-02
272,603997,继峰股份,0.51,27.5,1.89,31.24,0.35,18398.91,26.61,,02-02
273,300423,鲁亿通,0.5,-3.85,2.61,21.24,0.21,3302.98,-4.25,,02-02
274,603309,维力医疗,0.85,14.86,4.03,22.66,0.97,6358.57,14.34,,02-02
275,002742,三圣特材,1.42,0.0,8.25,18.8,-0.66,10254.94,0.07,,02-02
276,603939,益丰药房,0.83,45.61,4.15,21.84,1.31,9918.77,44.58,,02-02
277,300422,博世科,0.6,-16.67,3.83,16.85,-0.23,2800.6,-16.75,,02-02
278,603222,济民制药,0.68,9.68,4.07,18.04,0.9,8124.78,8.97,,02-02
279,002741,光华科技,0.67,4.69,,20.95,0.44,6008.67,4.18,,02-02
280,603898,好莱客,1.37,67.07,3.8,41.83,2.27,10055.55,66.88,,02-02
281,603799,华友钴业,0.28,-24.32,,6.08,-1.34,12267.28,-25.11,,01-07
282,603698,航天工程,0.69,16.95,,27.31,0.68,22833.78,17.67,,01-07
283,300419,浩丰科技,1.68,10.53,6.45,29.63,1.03,5189.53,10.5,,01-07
284,603600,永艺股份,0.79,2.6,,27.89,1.07,5919.64,2.66,,01-06
285,603899,晨光文具,0.7,24.34,2.24,35.27,0.55,28034.27,24.33,,01-06
286,300413,快乐购,0.56,30.23,2.59,23.19,0.74,18487.64,30.81,,01-06
287,603558,健盛集团,1.26,15.6,,26.84,1.65,7543.65,15.51,,01-06
288,603686,龙马环卫,0.96,21.52,3.81,28.21,0.78,9601.08,20.83,,01-06
289,300364,中文在线,0.5,-16.67,2.93,17.77,0.54,4487.39,-17.51,,01-06
290,601069,西部黄金,0.24,-61.49,2.17,9.59,0.42,12145.19,-61.48,,01-06
291,300417,南华仪器,0.94,16.05,5.2,19.87,0.75,2878.97,15.63,,01-06
292,603678,火炬电子,0.97,6.59,4.11,26.31,0.58,12089.73,6.82,,01-06
293,002740,爱迪尔,1.21,23.47,5.99,22.53,0.58,9098.03,24.03,,01-06
294,300418,昆仑万维,2.08,100.0,4.06,47.53,1.76,43590.64,99.62,,01-06
295,603611,诺力股份,1.43,19.17,7.11,22.08,1.01,8594.59,19.39,,01-06
296,002739,万达院线,1.21,55.13,,31.76,2.04,60253.35,55.18,,01-06
297,300416,苏试试验,0.78,0.0,4.8,17.64,0.91,3664.66,-0.88,,01-06
298,603601,再升科技,0.5,101.41,,16.53,0.36,2558.65,101.38,,01-06
299,002734,利民股份,0.7,-16.67,5.95,11.8,1.37,5244.05,-16.87,,01-06
300,300415,伊之密,0.88,3.53,3.38,29.16,0.5,7875.72,3.49,,01-06
301,300435,中泰股份,1.1,25.0,3.96,32.38,0.94,6615.26,25.14,,12-31
302,603788,宁波高发,0.78,44.44,2.64,33.28,0.65,7961.77,44.06,,12-11
303,300410,正业科技,0.73,-21.51,4.91,16.01,0.22,3276.52,-21.44,,12-11
304,603636,南威软件,1.06,11.85,,24.22,1.34,7949.46,11.85,,12-11
305,002738,中矿资源,0.54,-28.0,4.82,12.06,0.28,4900.91,-27.25,,12-11
306,603588,高能环境,1.15,-2.37,7.51,16.62,-2.25,13967.8,-2.36,,12-11
307,002737,葵花药业,2.4,12.15,7.56,35.14,2.68,26293.51,12.25,,12-11
308,603017,中衡设计,1.89,3.28,7.84,26.76,2.14,8506.94,3.44,,12-11
309,601021,春秋航空,2.44,17.31,9.14,30.02,5.12,73223.39,17.23,,12-11
310,002736,国信证券,0.3,15.38,,10.66,-1.03,210800.96,14.05,,12-11
311,300412,迦南科技,0.87,-4.4,4.24,22.54,0.52,3471.94,-4.13,,12-11
